,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
28,40 - 49,40-49,2.7,1.0,7.4,-2.0,4.7,0,,,,,
29,40 - 49,50-89,5.7,3.0,10.4,1.0,4.7,0,,,,,
30,50 - 59,1-9,33.6,33.0,38.3,28.8,4.7,0,,,,,
31,50 - 59,10-19,76.9,96.0,81.7,72.2,4.7,0,,,,,
32,50 - 59,20-29,34.1,34.0,38.8,29.4,4.7,0,,,,,
33,50 - 59,30-39,12.1,11.0,16.8,7.4,4.7,0,,,,,
34,50 - 59,40-49,15.8,4.0,20.5,11.1,4.7,0,,,,,
35,50 - 59,50-89,-0.2,2.0,4.5,-4.9,4.7,0,,,,,
36,60 - 69,1-9,43.5,39.0,48.2,38.8,4.7,0,,,,,
37,60 - 69,10-19,100.2,94.0,104.9,95.5,4.7,0,,,,,
38,60 - 69,20-29,31.9,50.0,36.6,27.2,4.7,0,,,,,
39,60 - 69,30-39,9.8,10.0,14.5,5.1,4.7,0,,,,,
40,60 - 69,40-49,16.0,5.0,20.7,11.3,4.7,0,,,,,
41,60 - 69,50-89,0.2,1.0,5.0,-4.5,4.7,0,,,,,
42,70 - 79,1-9,36.3,36.0,41.0,31.6,4.7,0,,,,,
43,70 - 79,10-19,130.6,128.0,135.3,125.9,4.7,0,,,,,
44,70 - 79,20-29,62.9,63.0,67.6,58.2,4.7,0,,,,,
45,70 - 79,30-39,-1.5,8.0,3.2,-6.2,4.7,0,,,,,
46,70 - 79,40-49,0.2,6.0,4.9,-4.6,4.7,0,,,,,
47,70 - 79,50-89,-4.0,1.0,0.7,-8.7,4.7,0,,,,,
48,80 - 89,1-9,30.9,22.0,35.6,26.1,4.7,0,,,,,
49,80 - 89,10-19,110.0,109.0,114.7,105.3,4.7,0,,,,,
50,80 - 89,20-29,38.3,35.0,43.1,33.6,4.7,0,,,,,
51,80 - 89,30-39,5.5,5.0,10.2,0.8,4.7,0,,,,,
52,80 - 89,40-49,1.1,0.0,5.8,-3.7,4.7,0,,,,,
53,80 - 89,50-89,3.3,0.0,8.0,-1.5,4.7,0,,,,,
54,90 - 99,1-9,13.8,8.0,18.5,9.1,4.7,0,,,,,
55,90 - 99,10-19,14.5,11.0,19.2,9.8,4.7,0,,,,,
56,90 - 99,20-29,-2.6,3.0,2.2,-7.3,4.7,0,,,,,
57,90 - 99,30-39,-1.1,0.0,3.6,-5.8,4.7,0,,,,,
58,90 - 99,40-49,-8.8,0.0,-4.1,-13.5,4.7,0,,,,,
59,90 - 99,50-89,0.3,0.0,5.0,-4.4,4.7,0,,,,,
60,0 - 9,1-9,-1.4,0.0,1.0,-3.7,2.4,1,-2.7,0.0,-7.4,2.0,4.7
61,0 - 9,10-19,2.6,0.0,4.9,0.2,2.4,1,4.5,0.0,-0.2,9.2,4.7
62,0 - 9,20-29,2.0,0.0,4.4,-0.3,2.4,1,-2.9,0.0,-7.7,1.8,4.7
63,0 - 9,30-39,6.7,0.0,9.0,4.3,2.4,1,6.1,0.0,1.3,10.8,4.7
64,0 - 9,40-49,-2.5,0.0,-0.2,-4.9,2.4,1,-0.1,0.0,-4.8,4.6,4.7
65,0 - 9,50-89,2.4,0.0,4.7,0.0,2.4,1,0.8,0.0,-3.9,5.6,4.7
66,10 - 19,1-9,8.4,11.0,10.8,6.0,2.4,1,11.1,11.0,6.4,15.8,4.7
67,10 - 19,10-19,0.7,2.0,3.0,-1.7,2.4,1,0.3,2.0,-4.5,5.0,4.7
68,10 - 19,20-29,-1.6,0.0,0.8,-4.0,2.4,1,-3.3,0.0,-8.0,1.4,4.7
69,10 - 19,30-39,1.2,0.0,3.6,-1.1,2.4,1,-6.1,0.0,-10.8,-1.4,4.7
70,10 - 19,40-49,0.6,0.0,2.9,-1.8,2.4,1,2.2,0.0,-2.6,6.9,4.7
71,10 - 19,50-89,-6.4,0.0,-4.0,-8.7,2.4,1,-0.4,0.0,-5.1,4.3,4.7
72,20 - 29,1-9,6.9,7.0,9.2,4.5,2.4,1,11.8,7.0,7.0,16.5,4.7
73,20 - 29,10-19,5.9,7.0,8.3,3.6,2.4,1,5.0,7.0,0.3,9.7,4.7
74,20 - 29,20-29,1.7,0.0,4.0,-0.7,2.4,1,-0.6,0.0,-5.3,4.1,4.7
75,20 - 29,30-39,-0.8,0.0,1.5,-3.2,2.4,1,-1.7,0.0,-6.5,3.0,4.7
76,20 - 29,40-49,0.3,0.0,2.7,-2.0,2.4,1,1.0,0.0,-3.7,5.7,4.7
77,20 - 29,50-89,1.8,0.0,4.2,-0.5,2.4,1,0.6,0.0,-4.1,5.3,4.7
78,30 - 39,1-9,14.2,15.0,16.6,11.9,2.4,1,12.9,15.0,8.2,17.6,4.7
79,30 - 39,10-19,33.7,35.0,36.1,31.4,2.4,1,33.1,35.0,28.4,37.8,4.7
80,30 - 39,20-29,13.7,9.0,16.1,11.4,2.4,1,6.7,9.0,2.0,11.5,4.7
81,30 - 39,30-39,3.8,3.0,6.2,1.5,2.4,1,1.6,3.0,-3.1,6.3,4.7
82,30 - 39,40-49,-5.8,0.0,-3.4,-8.1,2.4,1,-4.1,0.0,-8.9,0.6,4.7
83,30 - 39,50-89,-3.5,0.0,-1.1,-5.8,2.4,1,-3.7,0.0,-8.4,1.0,4.7
84,40 - 49,1-9,26.1,21.0,28.4,23.7,2.4,1,29.4,21.0,24.7,34.2,4.7
85,40 - 49,10-19,42.7,45.0,45.0,40.3,2.4,1,41.7,45.0,37.0,46.5,4.7
86,40 - 49,20-29,14.4,20.0,16.8,12.1,2.4,1,9.9,20.0,5.2,14.6,4.7
87,40 - 49,30-39,8.6,7.0,11.0,6.2,2.4,1,4.0,7.0,-0.7,8.7,4.7
88,40 - 49,40-49,5.8,1.0,8.2,3.5,2.4,1,2.7,1.0,-2.0,7.4,4.7
89,40 - 49,50-89,4.0,3.0,6.4,1.7,2.4,1,5.7,3.0,1.0,10.4,4.7
90,50 - 59,1-9,32.6,33.0,34.9,30.2,2.4,1,33.6,33.0,28.8,38.3,4.7
91,50 - 59,10-19,83.5,96.0,85.8,81.1,2.4,1,76.9,96.0,72.2,81.7,4.7
92,50 - 59,20-29,34.1,34.0,36.5,31.8,2.4,1,34.1,34.0,29.4,38.8,4.7
93,50 - 59,30-39,12.2,11.0,14.6,9.8,2.4,1,12.1,11.0,7.4,16.8,4.7
94,50 - 59,40-49,12.5,4.0,14.8,10.1,2.4,1,15.8,4.0,11.1,20.5,4.7
95,50 - 59,50-89,5.3,2.0,7.7,3.0,2.4,1,-0.2,2.0,-4.9,4.5,4.7
96,60 - 69,1-9,42.5,39.0,44.8,40.1,2.4,1,43.5,39.0,38.8,48.2,4.7
97,60 - 69,10-19,98.0,94.0,100.4,95.7,2.4,1,100.2,94.0,95.5,104.9,4.7
98,60 - 69,20-29,41.8,50.0,44.2,39.5,2.4,1,31.9,50.0,27.2,36.6,4.7
99,60 - 69,30-39,11.2,10.0,13.5,8.8,2.4,1,9.8,10.0,5.1,14.5,4.7
100,60 - 69,40-49,15.4,5.0,17.8,13.1,2.4,1,16.0,5.0,11.3,20.7,4.7
101,60 - 69,50-89,0.1,1.0,2.5,-2.2,2.4,1,0.2,1.0,-4.5,5.0,4.7
102,70 - 79,1-9,34.9,36.0,37.3,32.6,2.4,1,36.3,36.0,31.6,41.0,4.7
103,70 - 79,10-19,127.9,128.0,130.3,125.6,2.4,1,130.6,128.0,125.9,135.3,4.7
104,70 - 79,20-29,62.4,63.0,64.8,60.1,2.4,1,62.9,63.0,58.2,67.6,4.7
105,70 - 79,30-39,4.9,8.0,7.2,2.5,2.4,1,-1.5,8.0,-6.2,3.2,4.7
106,70 - 79,40-49,-0.5,6.0,1.9,-2.8,2.4,1,0.2,6.0,-4.6,4.9,4.7
107,70 - 79,50-89,-1.7,1.0,0.7,-4.0,2.4,1,-4.0,1.0,-8.7,0.7,4.7
108,80 - 89,1-9,25.4,22.0,27.7,23.0,2.4,1,30.9,22.0,26.1,35.6,4.7
109,80 - 89,10-19,106.1,109.0,108.4,103.7,2.4,1,110.0,109.0,105.3,114.7,4.7
110,80 - 89,20-29,35.5,35.0,37.8,33.1,2.4,1,38.3,35.0,33.6,43.1,4.7
111,80 - 89,30-39,2.3,5.0,4.6,-0.1,2.4,1,5.5,5.0,0.8,10.2,4.7
112,80 - 89,40-49,2.1,0.0,4.5,-0.2,2.4,1,1.1,0.0,-3.7,5.8,4.7
113,80 - 89,50-89,-0.2,0.0,2.2,-2.5,2.4,1,3.3,0.0,-1.5,8.0,4.7
114,90 - 99,1-9,12.6,8.0,14.9,10.2,2.4,1,13.8,8.0,9.1,18.5,4.7
115,90 - 99,10-19,14.4,11.0,16.7,12.0,2.4,1,14.5,11.0,9.8,19.2,4.7
116,90 - 99,20-29,0.5,3.0,2.9,-1.8,2.4,1,-2.6,3.0,-7.3,2.2,4.7
117,90 - 99,30-39,2.4,0.0,4.8,0.0,2.4,1,-1.1,0.0,-5.8,3.6,4.7
118,90 - 99,40-49,-7.9,0.0,-5.6,-10.3,2.4,1,-8.8,0.0,-13.5,-4.1,4.7
119,90 - 99,50-89,4.6,0.0,7.0,2.2,2.4,1,0.3,0.0,-4.4,5.0,4.7
120,0 - 9,1-9,-0.5,0.0,1.1,-2.1,1.6,2,-1.4,0.0,-3.7,1.0,2.4
121,0 - 9,10-19,0.9,0.0,2.5,-0.7,1.6,2,2.6,0.0,0.2,4.9,2.4
122,0 - 9,20-29,-1.7,0.0,-0.2,-3.3,1.6,2,2.0,0.0,-0.3,4.4,2.4
123,0 - 9,30-39,4.5,0.0,6.1,3.0,1.6,2,6.7,0.0,4.3,9.0,2.4
124,0 - 9,40-49,-2.0,0.0,-0.5,-3.6,1.6,2,-2.5,0.0,-4.9,-0.2,2.4
125,0 - 9,50-89,3.3,0.0,4.8,1.7,1.6,2,2.4,0.0,0.0,4.7,2.4
126,10 - 19,1-9,9.1,11.0,10.6,7.5,1.6,2,8.4,11.0,6.0,10.8,2.4
127,10 - 19,10-19,1.5,2.0,3.0,-0.1,1.6,2,0.7,2.0,-1.7,3.0,2.4
128,10 - 19,20-29,-1.0,0.0,0.6,-2.6,1.6,2,-1.6,0.0,-4.0,0.8,2.4
129,10 - 19,30-39,3.7,0.0,5.2,2.1,1.6,2,1.2,0.0,-1.1,3.6,2.4
130,10 - 19,40-49,1.3,0.0,2.9,-0.2,1.6,2,0.6,0.0,-1.8,2.9,2.4
131,10 - 19,50-89,-4.3,0.0,-2.7,-5.8,1.6,2,-6.4,0.0,-8.7,-4.0,2.4
132,20 - 29,1-9,7.2,7.0,8.7,5.6,1.6,2,6.9,7.0,4.5,9.2,2.4
133,20 - 29,10-19,7.0,7.0,8.6,5.5,1.6,2,5.9,7.0,3.6,8.3,2.4
134,20 - 29,20-29,1.9,0.0,3.5,0.4,1.6,2,1.7,0.0,-0.7,4.0,2.4
135,20 - 29,30-39,4.3,0.0,5.8,2.7,1.6,2,-0.8,0.0,-3.2,1.5,2.4
136,20 - 29,40-49,-0.7,0.0,0.9,-2.3,1.6,2,0.3,0.0,-2.0,2.7,2.4
137,20 - 29,50-89,1.0,0.0,2.6,-0.5,1.6,2,1.8,0.0,-0.5,4.2,2.4
138,30 - 39,1-9,14.0,15.0,15.5,12.4,1.6,2,14.2,15.0,11.9,16.6,2.4
139,30 - 39,10-19,33.8,35.0,35.4,32.2,1.6,2,33.7,35.0,31.4,36.1,2.4
140,30 - 39,20-29,12.1,9.0,13.7,10.5,1.6,2,13.7,9.0,11.4,16.1,2.4
141,30 - 39,30-39,3.7,3.0,5.2,2.1,1.6,2,3.8,3.0,1.5,6.2,2.4
142,30 - 39,40-49,-4.6,0.0,-3.0,-6.1,1.6,2,-5.8,0.0,-8.1,-3.4,2.4
143,30 - 39,50-89,-3.8,0.0,-2.2,-5.3,1.6,2,-3.5,0.0,-5.8,-1.1,2.4
144,40 - 49,1-9,22.9,21.0,24.5,21.4,1.6,2,26.1,21.0,23.7,28.4,2.4
145,40 - 49,10-19,43.0,45.0,44.5,41.4,1.6,2,42.7,45.0,40.3,45.0,2.4
146,40 - 49,20-29,16.8,20.0,18.3,15.2,1.6,2,14.4,20.0,12.1,16.8,2.4
147,40 - 49,30-39,8.3,7.0,9.9,6.7,1.6,2,8.6,7.0,6.2,11.0,2.4
148,40 - 49,40-49,10.0,1.0,11.6,8.4,1.6,2,5.8,1.0,3.5,8.2,2.4
149,40 - 49,50-89,3.8,3.0,5.4,2.3,1.6,2,4.0,3.0,1.7,6.4,2.4
150,50 - 59,1-9,33.1,33.0,34.7,31.5,1.6,2,32.6,33.0,30.2,34.9,2.4
151,50 - 59,10-19,88.3,96.0,89.9,86.7,1.6,2,83.5,96.0,81.1,85.8,2.4
152,50 - 59,20-29,34.4,34.0,36.0,32.8,1.6,2,34.1,34.0,31.8,36.5,2.4
153,50 - 59,30-39,12.0,11.0,13.6,10.4,1.6,2,12.2,11.0,9.8,14.6,2.4
154,50 - 59,40-49,9.9,4.0,11.5,8.3,1.6,2,12.5,4.0,10.1,14.8,2.4
155,50 - 59,50-89,3.8,2.0,5.4,2.3,1.6,2,5.3,2.0,3.0,7.7,2.4
156,60 - 69,1-9,41.6,39.0,43.1,40.0,1.6,2,42.5,39.0,40.1,44.8,2.4
157,60 - 69,10-19,96.1,94.0,97.7,94.6,1.6,2,98.0,94.0,95.7,100.4,2.4
158,60 - 69,20-29,43.8,50.0,45.3,42.2,1.6,2,41.8,50.0,39.5,44.2,2.4
159,60 - 69,30-39,8.6,10.0,10.2,7.0,1.6,2,11.2,10.0,8.8,13.5,2.4
160,60 - 69,40-49,11.6,5.0,13.1,10.0,1.6,2,15.4,5.0,13.1,17.8,2.4
161,60 - 69,50-89,-3.6,1.0,-2.1,-5.2,1.6,2,0.1,1.0,-2.2,2.5,2.4
162,70 - 79,1-9,32.9,36.0,34.5,31.4,1.6,2,34.9,36.0,32.6,37.3,2.4
163,70 - 79,10-19,127.3,128.0,128.9,125.7,1.6,2,127.9,128.0,125.6,130.3,2.4
164,70 - 79,20-29,62.2,63.0,63.8,60.6,1.6,2,62.4,63.0,60.1,64.8,2.4
165,70 - 79,30-39,6.1,8.0,7.7,4.6,1.6,2,4.9,8.0,2.5,7.2,2.4
166,70 - 79,40-49,2.6,6.0,4.2,1.0,1.6,2,-0.5,6.0,-2.8,1.9,2.4
167,70 - 79,50-89,-0.5,1.0,1.1,-2.0,1.6,2,-1.7,1.0,-4.0,0.7,2.4
168,80 - 89,1-9,26.0,22.0,27.5,24.4,1.6,2,25.4,22.0,23.0,27.7,2.4
169,80 - 89,10-19,107.7,109.0,109.3,106.2,1.6,2,106.1,109.0,103.7,108.4,2.4
170,80 - 89,20-29,35.3,35.0,36.9,33.7,1.6,2,35.5,35.0,33.1,37.8,2.4
171,80 - 89,30-39,3.6,5.0,5.1,2.0,1.6,2,2.3,5.0,-0.1,4.6,2.4
172,80 - 89,40-49,1.4,0.0,3.0,-0.1,1.6,2,2.1,0.0,-0.2,4.5,2.4
173,80 - 89,50-89,-1.3,0.0,0.3,-2.9,1.6,2,-0.2,0.0,-2.5,2.2,2.4
174,90 - 99,1-9,15.2,8.0,16.8,13.6,1.6,2,12.6,8.0,10.2,14.9,2.4
175,90 - 99,10-19,14.1,11.0,15.7,12.5,1.6,2,14.4,11.0,12.0,16.7,2.4
176,90 - 99,20-29,0.2,3.0,1.8,-1.3,1.6,2,0.5,3.0,-1.8,2.9,2.4
177,90 - 99,30-39,0.0,0.0,1.6,-1.6,1.6,2,2.4,0.0,0.0,4.8,2.4
178,90 - 99,40-49,-3.1,0.0,-1.5,-4.7,1.6,2,-7.9,0.0,-10.3,-5.6,2.4
179,90 - 99,50-89,5.0,0.0,6.5,3.4,1.6,2,4.6,0.0,2.2,7.0,2.4
180,0 - 9,1-9,0.6,0.0,1.8,-0.6,1.2,3,-0.5,0.0,-2.1,1.1,1.6
181,0 - 9,10-19,-0.3,0.0,0.9,-1.4,1.2,3,0.9,0.0,-0.7,2.5,1.6
182,0 - 9,20-29,-0.7,0.0,0.4,-1.9,1.2,3,-1.7,0.0,-3.3,-0.2,1.6
183,0 - 9,30-39,3.6,0.0,4.7,2.4,1.2,3,4.5,0.0,3.0,6.1,1.6
184,0 - 9,40-49,-0.9,0.0,0.3,-2.1,1.2,3,-2.0,0.0,-3.6,-0.5,1.6
185,0 - 9,50-89,2.6,0.0,3.8,1.5,1.2,3,3.3,0.0,1.7,4.8,1.6
186,10 - 19,1-9,9.3,11.0,10.5,8.1,1.2,3,9.1,11.0,7.5,10.6,1.6
187,10 - 19,10-19,1.6,2.0,2.8,0.4,1.2,3,1.5,2.0,-0.1,3.0,1.6
188,10 - 19,20-29,-1.1,0.0,0.1,-2.3,1.2,3,-1.0,0.0,-2.6,0.6,1.6
189,10 - 19,30-39,3.3,0.0,4.5,2.1,1.2,3,3.7,0.0,2.1,5.2,1.6
190,10 - 19,40-49,0.6,0.0,1.8,-0.6,1.2,3,1.3,0.0,-0.2,2.9,1.6
191,10 - 19,50-89,-2.4,0.0,-1.3,-3.6,1.2,3,-4.3,0.0,-5.8,-2.7,1.6
192,20 - 29,1-9,6.5,7.0,7.7,5.3,1.2,3,7.2,7.0,5.6,8.7,1.6
193,20 - 29,10-19,6.9,7.0,8.1,5.7,1.2,3,7.0,7.0,5.5,8.6,1.6
194,20 - 29,20-29,0.3,0.0,1.5,-0.9,1.2,3,1.9,0.0,0.4,3.5,1.6
195,20 - 29,30-39,2.5,0.0,3.6,1.3,1.2,3,4.3,0.0,2.7,5.8,1.6
196,20 - 29,40-49,0.4,0.0,1.6,-0.8,1.2,3,-0.7,0.0,-2.3,0.9,1.6
197,20 - 29,50-89,0.5,0.0,1.7,-0.6,1.2,3,1.0,0.0,-0.5,2.6,1.6
198,30 - 39,1-9,15.2,15.0,16.4,14.0,1.2,3,14.0,15.0,12.4,15.5,1.6
199,30 - 39,10-19,34.2,35.0,35.4,33.1,1.2,3,33.8,35.0,32.2,35.4,1.6
200,30 - 39,20-29,11.6,9.0,12.8,10.4,1.2,3,12.1,9.0,10.5,13.7,1.6
201,30 - 39,30-39,4.7,3.0,5.9,3.6,1.2,3,3.7,3.0,2.1,5.2,1.6
202,30 - 39,40-49,-3.0,0.0,-1.8,-4.1,1.2,3,-4.6,0.0,-6.1,-3.0,1.6
203,30 - 39,50-89,-3.3,0.0,-2.2,-4.5,1.2,3,-3.8,0.0,-5.3,-2.2,1.6
204,40 - 49,1-9,22.5,21.0,23.7,21.4,1.2,3,22.9,21.0,21.4,24.5,1.6
205,40 - 49,10-19,43.9,45.0,45.1,42.7,1.2,3,43.0,45.0,41.4,44.5,1.6
206,40 - 49,20-29,18.4,20.0,19.5,17.2,1.2,3,16.8,20.0,15.2,18.3,1.6
207,40 - 49,30-39,7.2,7.0,8.4,6.0,1.2,3,8.3,7.0,6.7,9.9,1.6
208,40 - 49,40-49,8.0,1.0,9.2,6.8,1.2,3,10.0,1.0,8.4,11.6,1.6
209,40 - 49,50-89,5.4,3.0,6.5,4.2,1.2,3,3.8,3.0,2.3,5.4,1.6
210,50 - 59,1-9,32.6,33.0,33.8,31.4,1.2,3,33.1,33.0,31.5,34.7,1.6
211,50 - 59,10-19,90.1,96.0,91.3,88.9,1.2,3,88.3,96.0,86.7,89.9,1.6
212,50 - 59,20-29,34.4,34.0,35.6,33.2,1.2,3,34.4,34.0,32.8,36.0,1.6
213,50 - 59,30-39,15.0,11.0,16.2,13.8,1.2,3,12.0,11.0,10.4,13.6,1.6
214,50 - 59,40-49,8.6,4.0,9.8,7.4,1.2,3,9.9,4.0,8.3,11.5,1.6
215,50 - 59,50-89,4.6,2.0,5.8,3.5,1.2,3,3.8,2.0,2.3,5.4,1.6
216,60 - 69,1-9,40.9,39.0,42.1,39.7,1.2,3,41.6,39.0,40.0,43.1,1.6
217,60 - 69,10-19,95.2,94.0,96.4,94.0,1.2,3,96.1,94.0,94.6,97.7,1.6
218,60 - 69,20-29,45.0,50.0,46.2,43.8,1.2,3,43.8,50.0,42.2,45.3,1.6
219,60 - 69,30-39,9.6,10.0,10.8,8.5,1.2,3,8.6,10.0,7.0,10.2,1.6
220,60 - 69,40-49,9.1,5.0,10.2,7.9,1.2,3,11.6,5.0,10.0,13.1,1.6
221,60 - 69,50-89,-3.6,1.0,-2.4,-4.7,1.2,3,-3.6,1.0,-5.2,-2.1,1.6
222,70 - 79,1-9,34.1,36.0,35.2,32.9,1.2,3,32.9,36.0,31.4,34.5,1.6
223,70 - 79,10-19,127.2,128.0,128.4,126.1,1.2,3,127.3,128.0,125.7,128.9,1.6
224,70 - 79,20-29,61.7,63.0,62.8,60.5,1.2,3,62.2,63.0,60.6,63.8,1.6
225,70 - 79,30-39,6.3,8.0,7.4,5.1,1.2,3,6.1,8.0,4.6,7.7,1.6
226,70 - 79,40-49,1.9,6.0,3.1,0.7,1.2,3,2.6,6.0,1.0,4.2,1.6
227,70 - 79,50-89,-0.2,1.0,1.0,-1.4,1.2,3,-0.5,1.0,-2.0,1.1,1.6
228,80 - 89,1-9,24.9,22.0,26.1,23.7,1.2,3,26.0,22.0,24.4,27.5,1.6
229,80 - 89,10-19,108.0,109.0,109.1,106.8,1.2,3,107.7,109.0,106.2,109.3,1.6
230,80 - 89,20-29,32.8,35.0,34.0,31.6,1.2,3,35.3,35.0,33.7,36.9,1.6
231,80 - 89,30-39,3.4,5.0,4.6,2.3,1.2,3,3.6,5.0,2.0,5.1,1.6
232,80 - 89,40-49,-0.5,0.0,0.7,-1.7,1.2,3,1.4,0.0,-0.1,3.0,1.6
233,80 - 89,50-89,-2.9,0.0,-1.8,-4.1,1.2,3,-1.3,0.0,-2.9,0.3,1.6
234,90 - 99,1-9,13.9,8.0,15.0,12.7,1.2,3,15.2,8.0,13.6,16.8,1.6
235,90 - 99,10-19,14.2,11.0,15.4,13.1,1.2,3,14.1,11.0,12.5,15.7,1.6
236,90 - 99,20-29,-0.2,3.0,1.0,-1.4,1.2,3,0.2,3.0,-1.3,1.8,1.6
237,90 - 99,30-39,-0.2,0.0,0.9,-1.4,1.2,3,0.0,0.0,-1.6,1.6,1.6
238,90 - 99,40-49,-0.9,0.0,0.3,-2.1,1.2,3,-3.1,0.0,-4.7,-1.5,1.6
239,90 - 99,50-89,3.6,0.0,4.8,2.4,1.2,3,5.0,0.0,3.4,6.5,1.6
240,0 - 9,1-9,-0.0,0.0,0.9,-1.0,0.9,4,0.6,0.0,-0.6,1.8,1.2
241,0 - 9,10-19,-2.2,0.0,-1.2,-3.1,0.9,4,-0.3,0.0,-1.4,0.9,1.2
242,0 - 9,20-29,-0.2,0.0,0.8,-1.1,0.9,4,-0.7,0.0,-1.9,0.4,1.2
243,0 - 9,30-39,6.7,0.0,7.7,5.8,0.9,4,3.6,0.0,2.4,4.7,1.2
244,0 - 9,40-49,-2.4,0.0,-1.5,-3.4,0.9,4,-0.9,0.0,-2.1,0.3,1.2
245,0 - 9,50-89,3.0,0.0,3.9,2.0,0.9,4,2.6,0.0,1.5,3.8,1.2
246,10 - 19,1-9,7.5,11.0,8.4,6.6,0.9,4,9.3,11.0,8.1,10.5,1.2
247,10 - 19,10-19,0.4,2.0,1.3,-0.6,0.9,4,1.6,2.0,0.4,2.8,1.2
248,10 - 19,20-29,-0.8,0.0,0.1,-1.8,0.9,4,-1.1,0.0,-2.3,0.1,1.2
249,10 - 19,30-39,1.6,0.0,2.5,0.6,0.9,4,3.3,0.0,2.1,4.5,1.2
250,10 - 19,40-49,0.1,0.0,1.1,-0.8,0.9,4,0.6,0.0,-0.6,1.8,1.2
251,10 - 19,50-89,-2.3,0.0,-1.4,-3.3,0.9,4,-2.4,0.0,-3.6,-1.3,1.2
252,20 - 29,1-9,6.6,7.0,7.5,5.6,0.9,4,6.5,7.0,5.3,7.7,1.2
253,20 - 29,10-19,6.6,7.0,7.5,5.6,0.9,4,6.9,7.0,5.7,8.1,1.2
254,20 - 29,20-29,1.6,0.0,2.6,0.7,0.9,4,0.3,0.0,-0.9,1.5,1.2
255,20 - 29,30-39,3.8,0.0,4.7,2.8,0.9,4,2.5,0.0,1.3,3.6,1.2
256,20 - 29,40-49,0.7,0.0,1.7,-0.2,0.9,4,0.4,0.0,-0.8,1.6,1.2
257,20 - 29,50-89,-0.4,0.0,0.5,-1.4,0.9,4,0.5,0.0,-0.6,1.7,1.2
258,30 - 39,1-9,15.1,15.0,16.0,14.1,0.9,4,15.2,15.0,14.0,16.4,1.2
259,30 - 39,10-19,35.0,35.0,35.9,34.0,0.9,4,34.2,35.0,33.1,35.4,1.2
260,30 - 39,20-29,11.5,9.0,12.4,10.5,0.9,4,11.6,9.0,10.4,12.8,1.2
261,30 - 39,30-39,4.6,3.0,5.6,3.7,0.9,4,4.7,3.0,3.6,5.9,1.2
262,30 - 39,40-49,-1.9,0.0,-0.9,-2.8,0.9,4,-3.0,0.0,-4.1,-1.8,1.2
263,30 - 39,50-89,-2.0,0.0,-1.1,-3.0,0.9,4,-3.3,0.0,-4.5,-2.2,1.2
264,40 - 49,1-9,22.2,21.0,23.2,21.3,0.9,4,22.5,21.0,21.4,23.7,1.2
265,40 - 49,10-19,43.0,45.0,44.0,42.1,0.9,4,43.9,45.0,42.7,45.1,1.2
