,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
65,0 - 9,50-89,1.6,0.0,4.0,-0.7,2.4,1,1.2,0.0,-3.5,6.0,4.7
66,10 - 19,1-9,3.1,3.0,5.5,0.8,2.4,1,3.5,3.0,-1.2,8.3,4.7
67,10 - 19,10-19,-3.3,1.0,-0.9,-5.6,2.4,1,-7.5,1.0,-12.2,-2.8,4.7
68,10 - 19,20-29,-0.0,0.0,2.4,-2.4,2.4,1,-1.1,0.0,-5.8,3.6,4.7
69,10 - 19,30-39,1.1,0.0,3.5,-1.2,2.4,1,7.4,0.0,2.7,12.1,4.7
70,10 - 19,40-49,-3.3,0.0,-0.9,-5.6,2.4,1,-7.1,0.0,-11.8,-2.4,4.7
71,10 - 19,50-89,6.4,0.0,8.8,4.0,2.4,1,4.3,0.0,-0.4,9.1,4.7
72,20 - 29,1-9,7.5,11.0,9.8,5.1,2.4,1,3.4,11.0,-1.3,8.1,4.7
73,20 - 29,10-19,11.8,5.0,14.2,9.5,2.4,1,6.2,5.0,1.5,10.9,4.7
74,20 - 29,20-29,4.0,2.0,6.4,1.7,2.4,1,2.4,2.0,-2.3,7.1,4.7
75,20 - 29,30-39,1.4,1.0,3.7,-1.0,2.4,1,1.7,1.0,-3.0,6.4,4.7
76,20 - 29,40-49,-3.1,0.0,-0.7,-5.5,2.4,1,-0.1,0.0,-4.8,4.6,4.7
77,20 - 29,50-89,1.3,0.0,3.7,-1.0,2.4,1,-1.9,0.0,-6.6,2.8,4.7
78,30 - 39,1-9,12.3,11.0,14.6,9.9,2.4,1,11.4,11.0,6.7,16.2,4.7
79,30 - 39,10-19,21.3,20.0,23.7,19.0,2.4,1,19.2,20.0,14.5,23.9,4.7
80,30 - 39,20-29,11.6,9.0,13.9,9.2,2.4,1,11.9,9.0,7.2,16.6,4.7
81,30 - 39,30-39,1.4,2.0,3.7,-1.0,2.4,1,1.4,2.0,-3.3,6.1,4.7
82,30 - 39,40-49,-2.0,0.0,0.3,-4.4,2.4,1,-4.2,0.0,-8.9,0.6,4.7
83,30 - 39,50-89,1.0,1.0,3.3,-1.4,2.4,1,-3.0,1.0,-7.7,1.7,4.7
84,40 - 49,1-9,27.2,27.0,29.5,24.8,2.4,1,28.9,27.0,24.2,33.6,4.7
85,40 - 49,10-19,51.7,55.0,54.1,49.4,2.4,1,53.2,55.0,48.5,57.9,4.7
86,40 - 49,20-29,24.5,26.0,26.9,22.2,2.4,1,22.9,26.0,18.2,27.6,4.7
87,40 - 49,30-39,4.6,3.0,7.0,2.3,2.4,1,6.6,3.0,1.9,11.3,4.7
88,40 - 49,40-49,2.9,0.0,5.2,0.5,2.4,1,0.5,0.0,-4.2,5.2,4.7
89,40 - 49,50-89,-2.0,1.0,0.3,-4.4,2.4,1,-5.0,1.0,-9.7,-0.3,4.7
90,50 - 59,1-9,29.6,32.0,31.9,27.2,2.4,1,28.2,32.0,23.5,32.9,4.7
91,50 - 59,10-19,82.1,80.0,84.5,79.8,2.4,1,81.5,80.0,76.7,86.2,4.7
92,50 - 59,20-29,34.4,33.0,36.7,32.0,2.4,1,28.2,33.0,23.5,32.9,4.7
93,50 - 59,30-39,7.6,10.0,9.9,5.2,2.4,1,9.6,10.0,4.9,14.3,4.7
94,50 - 59,40-49,6.1,3.0,8.5,3.8,2.4,1,8.0,3.0,3.3,12.7,4.7
95,50 - 59,50-89,-0.4,0.0,2.0,-2.7,2.4,1,3.0,0.0,-1.7,7.7,4.7
96,60 - 69,1-9,44.8,36.0,47.1,42.4,2.4,1,44.5,36.0,39.8,49.2,4.7
97,60 - 69,10-19,89.6,89.0,91.9,87.2,2.4,1,90.3,89.0,85.6,95.0,4.7
98,60 - 69,20-29,59.1,58.0,61.5,56.7,2.4,1,59.9,58.0,55.2,64.6,4.7
99,60 - 69,30-39,17.0,15.0,19.4,14.7,2.4,1,17.2,15.0,12.5,21.9,4.7
100,60 - 69,40-49,5.3,2.0,7.6,2.9,2.4,1,7.0,2.0,2.3,11.7,4.7
101,60 - 69,50-89,-4.5,2.0,-2.2,-6.9,2.4,1,-2.4,2.0,-7.1,2.3,4.7
102,70 - 79,1-9,50.3,50.0,52.6,47.9,2.4,1,53.8,50.0,49.0,58.5,4.7
103,70 - 79,10-19,148.2,145.0,150.5,145.8,2.4,1,148.6,145.0,143.9,153.3,4.7
104,70 - 79,20-29,41.8,46.0,44.2,39.5,2.4,1,36.5,46.0,31.8,41.2,4.7
105,70 - 79,30-39,11.5,12.0,13.9,9.2,2.4,1,11.2,12.0,6.5,15.9,4.7
106,70 - 79,40-49,4.0,1.0,6.4,1.7,2.4,1,0.6,1.0,-4.2,5.3,4.7
107,70 - 79,50-89,0.0,1.0,2.4,-2.3,2.4,1,1.1,1.0,-3.6,5.9,4.7
108,80 - 89,1-9,39.6,41.0,41.9,37.2,2.4,1,36.5,41.0,31.8,41.2,4.7
109,80 - 89,10-19,105.5,101.0,107.9,103.2,2.4,1,112.6,101.0,107.8,117.3,4.7
110,80 - 89,20-29,31.6,31.0,33.9,29.2,2.4,1,24.2,31.0,19.5,28.9,4.7
111,80 - 89,30-39,2.6,2.0,5.0,0.2,2.4,1,2.6,2.0,-2.1,7.3,4.7
112,80 - 89,40-49,1.6,1.0,4.0,-0.8,2.4,1,1.6,1.0,-3.1,6.3,4.7
113,80 - 89,50-89,2.1,0.0,4.4,-0.3,2.4,1,8.0,0.0,3.3,12.7,4.7
114,90 - 99,1-9,5.8,10.0,8.1,3.4,2.4,1,4.0,10.0,-0.7,8.7,4.7
115,90 - 99,10-19,12.8,10.0,15.2,10.5,2.4,1,14.9,10.0,10.2,19.6,4.7
116,90 - 99,20-29,-0.3,6.0,2.0,-2.7,2.4,1,-5.5,6.0,-10.3,-0.8,4.7
117,90 - 99,30-39,0.7,1.0,3.0,-1.7,2.4,1,4.0,1.0,-0.7,8.7,4.7
118,90 - 99,40-49,0.7,0.0,3.0,-1.7,2.4,1,2.6,0.0,-2.2,7.3,4.7
119,90 - 99,50-89,0.9,0.0,3.2,-1.5,2.4,1,4.5,0.0,-0.2,9.3,4.7
120,0 - 9,1-9,3.9,4.0,5.5,2.3,1.6,2,3.9,4.0,1.6,6.3,2.4
121,0 - 9,10-19,0.6,0.0,2.1,-1.0,1.6,2,1.5,0.0,-0.8,3.9,2.4
122,0 - 9,20-29,-1.7,0.0,-0.2,-3.3,1.6,2,-2.2,0.0,-4.5,0.2,2.4
123,0 - 9,30-39,-1.7,0.0,-0.2,-3.3,1.6,2,-4.7,0.0,-7.1,-2.3,2.4
124,0 - 9,40-49,0.2,0.0,1.8,-1.4,1.6,2,0.2,0.0,-2.1,2.6,2.4
125,0 - 9,50-89,2.6,0.0,4.2,1.1,1.6,2,1.6,0.0,-0.7,4.0,2.4
126,10 - 19,1-9,5.4,3.0,6.9,3.8,1.6,2,3.1,3.0,0.8,5.5,2.4
127,10 - 19,10-19,-1.9,1.0,-0.3,-3.4,1.6,2,-3.3,1.0,-5.6,-0.9,2.4
128,10 - 19,20-29,0.2,0.0,1.8,-1.3,1.6,2,-0.0,0.0,-2.4,2.4,2.4
129,10 - 19,30-39,-0.2,0.0,1.3,-1.8,1.6,2,1.1,0.0,-1.2,3.5,2.4
130,10 - 19,40-49,0.5,0.0,2.1,-1.0,1.6,2,-3.3,0.0,-5.6,-0.9,2.4
131,10 - 19,50-89,8.3,0.0,9.9,6.7,1.6,2,6.4,0.0,4.0,8.8,2.4
132,20 - 29,1-9,8.7,11.0,10.3,7.2,1.6,2,7.5,11.0,5.1,9.8,2.4
133,20 - 29,10-19,7.6,5.0,9.1,6.0,1.6,2,11.8,5.0,9.5,14.2,2.4
134,20 - 29,20-29,2.8,2.0,4.4,1.3,1.6,2,4.0,2.0,1.7,6.4,2.4
135,20 - 29,30-39,-0.5,1.0,1.1,-2.1,1.6,2,1.4,1.0,-1.0,3.7,2.4
136,20 - 29,40-49,-3.1,0.0,-1.5,-4.6,1.6,2,-3.1,0.0,-5.5,-0.7,2.4
137,20 - 29,50-89,0.4,0.0,2.0,-1.2,1.6,2,1.3,0.0,-1.0,3.7,2.4
138,30 - 39,1-9,13.4,11.0,15.0,11.8,1.6,2,12.3,11.0,9.9,14.6,2.4
139,30 - 39,10-19,20.2,20.0,21.7,18.6,1.6,2,21.3,20.0,19.0,23.7,2.4
140,30 - 39,20-29,10.8,9.0,12.3,9.2,1.6,2,11.6,9.0,9.2,13.9,2.4
141,30 - 39,30-39,2.9,2.0,4.5,1.3,1.6,2,1.4,2.0,-1.0,3.7,2.4
142,30 - 39,40-49,-2.8,0.0,-1.2,-4.4,1.6,2,-2.0,0.0,-4.4,0.3,2.4
143,30 - 39,50-89,0.7,1.0,2.3,-0.8,1.6,2,1.0,1.0,-1.4,3.3,2.4
144,40 - 49,1-9,26.0,27.0,27.6,24.4,1.6,2,27.2,27.0,24.8,29.5,2.4
145,40 - 49,10-19,48.8,55.0,50.4,47.2,1.6,2,51.7,55.0,49.4,54.1,2.4
146,40 - 49,20-29,25.3,26.0,26.8,23.7,1.6,2,24.5,26.0,22.2,26.9,2.4
147,40 - 49,30-39,0.2,3.0,1.8,-1.3,1.6,2,4.6,3.0,2.3,7.0,2.4
148,40 - 49,40-49,2.1,0.0,3.7,0.6,1.6,2,2.9,0.0,0.5,5.2,2.4
149,40 - 49,50-89,-1.2,1.0,0.3,-2.8,1.6,2,-2.0,1.0,-4.4,0.3,2.4
150,50 - 59,1-9,29.3,32.0,30.9,27.7,1.6,2,29.6,32.0,27.2,31.9,2.4
151,50 - 59,10-19,83.4,80.0,84.9,81.8,1.6,2,82.1,80.0,79.8,84.5,2.4
152,50 - 59,20-29,34.1,33.0,35.7,32.6,1.6,2,34.4,33.0,32.0,36.7,2.4
153,50 - 59,30-39,7.2,10.0,8.8,5.6,1.6,2,7.6,10.0,5.2,9.9,2.4
154,50 - 59,40-49,5.7,3.0,7.3,4.1,1.6,2,6.1,3.0,3.8,8.5,2.4
155,50 - 59,50-89,-1.1,0.0,0.5,-2.6,1.6,2,-0.4,0.0,-2.7,2.0,2.4
156,60 - 69,1-9,42.5,36.0,44.1,40.9,1.6,2,44.8,36.0,42.4,47.1,2.4
157,60 - 69,10-19,89.9,89.0,91.4,88.3,1.6,2,89.6,89.0,87.2,91.9,2.4
158,60 - 69,20-29,62.8,58.0,64.3,61.2,1.6,2,59.1,58.0,56.7,61.5,2.4
159,60 - 69,30-39,16.4,15.0,18.0,14.9,1.6,2,17.0,15.0,14.7,19.4,2.4
160,60 - 69,40-49,4.2,2.0,5.7,2.6,1.6,2,5.3,2.0,2.9,7.6,2.4
161,60 - 69,50-89,-0.6,2.0,1.0,-2.2,1.6,2,-4.5,2.0,-6.9,-2.2,2.4
162,70 - 79,1-9,44.1,50.0,45.7,42.6,1.6,2,50.3,50.0,47.9,52.6,2.4
163,70 - 79,10-19,148.3,145.0,149.9,146.8,1.6,2,148.2,145.0,145.8,150.5,2.4
164,70 - 79,20-29,43.4,46.0,44.9,41.8,1.6,2,41.8,46.0,39.5,44.2,2.4
165,70 - 79,30-39,14.0,12.0,15.5,12.4,1.6,2,11.5,12.0,9.2,13.9,2.4
166,70 - 79,40-49,3.7,1.0,5.2,2.1,1.6,2,4.0,1.0,1.7,6.4,2.4
167,70 - 79,50-89,3.1,1.0,4.7,1.5,1.6,2,0.0,1.0,-2.3,2.4,2.4
168,80 - 89,1-9,39.3,41.0,40.9,37.8,1.6,2,39.6,41.0,37.2,41.9,2.4
169,80 - 89,10-19,102.6,101.0,104.1,101.0,1.6,2,105.5,101.0,103.2,107.9,2.4
170,80 - 89,20-29,33.2,31.0,34.8,31.6,1.6,2,31.6,31.0,29.2,33.9,2.4
171,80 - 89,30-39,2.4,2.0,4.0,0.9,1.6,2,2.6,2.0,0.2,5.0,2.4
172,80 - 89,40-49,2.7,1.0,4.3,1.2,1.6,2,1.6,1.0,-0.8,4.0,2.4
173,80 - 89,50-89,-1.1,0.0,0.5,-2.6,1.6,2,2.1,0.0,-0.3,4.4,2.4
174,90 - 99,1-9,6.2,10.0,7.8,4.6,1.6,2,5.8,10.0,3.4,8.1,2.4
175,90 - 99,10-19,13.4,10.0,14.9,11.8,1.6,2,12.8,10.0,10.5,15.2,2.4
176,90 - 99,20-29,2.3,6.0,3.9,0.8,1.6,2,-0.3,6.0,-2.7,2.0,2.4
177,90 - 99,30-39,-1.5,1.0,0.0,-3.1,1.6,2,0.7,1.0,-1.7,3.0,2.4
178,90 - 99,40-49,0.7,0.0,2.3,-0.8,1.6,2,0.7,0.0,-1.7,3.0,2.4
179,90 - 99,50-89,1.8,0.0,3.4,0.3,1.6,2,0.9,0.0,-1.5,3.2,2.4
180,0 - 9,1-9,3.7,4.0,4.9,2.5,1.2,3,3.9,4.0,2.3,5.5,1.6
181,0 - 9,10-19,0.2,0.0,1.3,-1.0,1.2,3,0.6,0.0,-1.0,2.1,1.6
182,0 - 9,20-29,-1.5,0.0,-0.3,-2.7,1.2,3,-1.7,0.0,-3.3,-0.2,1.6
183,0 - 9,30-39,2.0,0.0,3.2,0.8,1.2,3,-1.7,0.0,-3.3,-0.2,1.6
184,0 - 9,40-49,-0.6,0.0,0.5,-1.8,1.2,3,0.2,0.0,-1.4,1.8,1.6
185,0 - 9,50-89,1.7,0.0,2.9,0.5,1.2,3,2.6,0.0,1.1,4.2,1.6
186,10 - 19,1-9,4.7,3.0,5.8,3.5,1.2,3,5.4,3.0,3.8,6.9,1.6
187,10 - 19,10-19,-1.1,1.0,0.1,-2.2,1.2,3,-1.9,1.0,-3.4,-0.3,1.6
188,10 - 19,20-29,0.8,0.0,2.0,-0.4,1.2,3,0.2,0.0,-1.3,1.8,1.6
189,10 - 19,30-39,6.3,0.0,7.5,5.1,1.2,3,-0.2,0.0,-1.8,1.3,1.6
190,10 - 19,40-49,1.2,0.0,2.4,0.1,1.2,3,0.5,0.0,-1.0,2.1,1.6
191,10 - 19,50-89,6.1,0.0,7.3,4.9,1.2,3,8.3,0.0,6.7,9.9,1.6
192,20 - 29,1-9,9.0,11.0,10.1,7.8,1.2,3,8.7,11.0,7.2,10.3,1.6
193,20 - 29,10-19,8.1,5.0,9.3,6.9,1.2,3,7.6,5.0,6.0,9.1,1.6
194,20 - 29,20-29,3.2,2.0,4.4,2.0,1.2,3,2.8,2.0,1.3,4.4,1.6
195,20 - 29,30-39,-1.7,1.0,-0.5,-2.9,1.2,3,-0.5,1.0,-2.1,1.1,1.6
196,20 - 29,40-49,-2.3,0.0,-1.1,-3.4,1.2,3,-3.1,0.0,-4.6,-1.5,1.6
197,20 - 29,50-89,0.7,0.0,1.8,-0.5,1.2,3,0.4,0.0,-1.2,2.0,1.6
198,30 - 39,1-9,12.8,11.0,14.0,11.7,1.2,3,13.4,11.0,11.8,15.0,1.6
199,30 - 39,10-19,21.2,20.0,22.4,20.0,1.2,3,20.2,20.0,18.6,21.7,1.6
200,30 - 39,20-29,10.0,9.0,11.2,8.8,1.2,3,10.8,9.0,9.2,12.3,1.6
201,30 - 39,30-39,1.6,2.0,2.8,0.4,1.2,3,2.9,2.0,1.3,4.5,1.6
202,30 - 39,40-49,-1.9,0.0,-0.7,-3.1,1.2,3,-2.8,0.0,-4.4,-1.2,1.6
203,30 - 39,50-89,1.1,1.0,2.3,-0.1,1.2,3,0.7,1.0,-0.8,2.3,1.6
204,40 - 49,1-9,27.1,27.0,28.3,25.9,1.2,3,26.0,27.0,24.4,27.6,1.6
205,40 - 49,10-19,51.0,55.0,52.2,49.9,1.2,3,48.8,55.0,47.2,50.4,1.6
206,40 - 49,20-29,27.2,26.0,28.4,26.1,1.2,3,25.3,26.0,23.7,26.8,1.6
207,40 - 49,30-39,0.7,3.0,1.9,-0.4,1.2,3,0.2,3.0,-1.3,1.8,1.6
208,40 - 49,40-49,1.2,0.0,2.4,-0.0,1.2,3,2.1,0.0,0.6,3.7,1.6
209,40 - 49,50-89,-0.3,1.0,0.9,-1.5,1.2,3,-1.2,1.0,-2.8,0.3,1.6
210,50 - 59,1-9,30.0,32.0,31.2,28.8,1.2,3,29.3,32.0,27.7,30.9,1.6
211,50 - 59,10-19,81.8,80.0,83.0,80.7,1.2,3,83.4,80.0,81.8,84.9,1.6
212,50 - 59,20-29,34.1,33.0,35.3,33.0,1.2,3,34.1,33.0,32.6,35.7,1.6
213,50 - 59,30-39,8.3,10.0,9.4,7.1,1.2,3,7.2,10.0,5.6,8.8,1.6
214,50 - 59,40-49,4.8,3.0,6.0,3.6,1.2,3,5.7,3.0,4.1,7.3,1.6
215,50 - 59,50-89,-1.3,0.0,-0.2,-2.5,1.2,3,-1.1,0.0,-2.6,0.5,1.6
216,60 - 69,1-9,40.3,36.0,41.5,39.2,1.2,3,42.5,36.0,40.9,44.1,1.6
217,60 - 69,10-19,88.7,89.0,89.9,87.6,1.2,3,89.9,89.0,88.3,91.4,1.6
218,60 - 69,20-29,62.3,58.0,63.5,61.1,1.2,3,62.8,58.0,61.2,64.3,1.6
219,60 - 69,30-39,16.0,15.0,17.2,14.9,1.2,3,16.4,15.0,14.9,18.0,1.6
220,60 - 69,40-49,5.6,2.0,6.8,4.4,1.2,3,4.2,2.0,2.6,5.7,1.6
221,60 - 69,50-89,-0.2,2.0,1.0,-1.4,1.2,3,-0.6,2.0,-2.2,1.0,1.6
222,70 - 79,1-9,42.3,50.0,43.5,41.1,1.2,3,44.1,50.0,42.6,45.7,1.6
223,70 - 79,10-19,148.1,145.0,149.3,147.0,1.2,3,148.3,145.0,146.8,149.9,1.6
224,70 - 79,20-29,46.3,46.0,47.4,45.1,1.2,3,43.4,46.0,41.8,44.9,1.6
225,70 - 79,30-39,13.9,12.0,15.0,12.7,1.2,3,14.0,12.0,12.4,15.5,1.6
226,70 - 79,40-49,3.9,1.0,5.1,2.8,1.2,3,3.7,1.0,2.1,5.2,1.6
227,70 - 79,50-89,1.3,1.0,2.4,0.1,1.2,3,3.1,1.0,1.5,4.7,1.6
228,80 - 89,1-9,39.6,41.0,40.8,38.5,1.2,3,39.3,41.0,37.8,40.9,1.6
229,80 - 89,10-19,101.3,101.0,102.5,100.1,1.2,3,102.6,101.0,101.0,104.1,1.6
230,80 - 89,20-29,34.0,31.0,35.2,32.8,1.2,3,33.2,31.0,31.6,34.8,1.6
231,80 - 89,30-39,2.7,2.0,3.8,1.5,1.2,3,2.4,2.0,0.9,4.0,1.6
232,80 - 89,40-49,1.6,1.0,2.8,0.4,1.2,3,2.7,1.0,1.2,4.3,1.6
233,80 - 89,50-89,-1.3,0.0,-0.1,-2.5,1.2,3,-1.1,0.0,-2.6,0.5,1.6
234,90 - 99,1-9,7.4,10.0,8.6,6.3,1.2,3,6.2,10.0,4.6,7.8,1.6
235,90 - 99,10-19,13.0,10.0,14.2,11.8,1.2,3,13.4,10.0,11.8,14.9,1.6
236,90 - 99,20-29,1.5,6.0,2.7,0.3,1.2,3,2.3,6.0,0.8,3.9,1.6
237,90 - 99,30-39,1.6,1.0,2.8,0.5,1.2,3,-1.5,1.0,-3.1,0.0,1.6
238,90 - 99,40-49,0.1,0.0,1.3,-1.0,1.2,3,0.7,0.0,-0.8,2.3,1.6
239,90 - 99,50-89,1.7,0.0,2.9,0.5,1.2,3,1.8,0.0,0.3,3.4,1.6
240,0 - 9,1-9,4.6,4.0,5.6,3.7,0.9,4,3.7,4.0,2.5,4.9,1.2
241,0 - 9,10-19,1.1,0.0,2.0,0.1,0.9,4,0.2,0.0,-1.0,1.3,1.2
242,0 - 9,20-29,-1.9,0.0,-0.9,-2.8,0.9,4,-1.5,0.0,-2.7,-0.3,1.2
243,0 - 9,30-39,1.0,0.0,2.0,0.1,0.9,4,2.0,0.0,0.8,3.2,1.2
244,0 - 9,40-49,-2.3,0.0,-1.3,-3.2,0.9,4,-0.6,0.0,-1.8,0.5,1.2
245,0 - 9,50-89,0.6,0.0,1.5,-0.4,0.9,4,1.7,0.0,0.5,2.9,1.2
246,10 - 19,1-9,5.4,3.0,6.4,4.5,0.9,4,4.7,3.0,3.5,5.8,1.2
247,10 - 19,10-19,1.5,1.0,2.4,0.6,0.9,4,-1.1,1.0,-2.2,0.1,1.2
248,10 - 19,20-29,0.7,0.0,1.6,-0.3,0.9,4,0.8,0.0,-0.4,2.0,1.2
249,10 - 19,30-39,4.9,0.0,5.9,4.0,0.9,4,6.3,0.0,5.1,7.5,1.2
250,10 - 19,40-49,1.3,0.0,2.2,0.4,0.9,4,1.2,0.0,0.1,2.4,1.2
251,10 - 19,50-89,4.0,0.0,4.9,3.0,0.9,4,6.1,0.0,4.9,7.3,1.2
252,20 - 29,1-9,9.3,11.0,10.2,8.3,0.9,4,9.0,11.0,7.8,10.1,1.2
253,20 - 29,10-19,7.7,5.0,8.7,6.8,0.9,4,8.1,5.0,6.9,9.3,1.2
254,20 - 29,20-29,3.6,2.0,4.5,2.6,0.9,4,3.2,2.0,2.0,4.4,1.2
255,20 - 29,30-39,-1.1,1.0,-0.1,-2.0,0.9,4,-1.7,1.0,-2.9,-0.5,1.2
256,20 - 29,40-49,-2.1,0.0,-1.2,-3.1,0.9,4,-2.3,0.0,-3.4,-1.1,1.2
257,20 - 29,50-89,0.2,0.0,1.2,-0.7,0.9,4,0.7,0.0,-0.5,1.8,1.2
258,30 - 39,1-9,13.0,11.0,14.0,12.1,0.9,4,12.8,11.0,11.7,14.0,1.2
259,30 - 39,10-19,20.8,20.0,21.8,19.9,0.9,4,21.2,20.0,20.0,22.4,1.2
260,30 - 39,20-29,10.2,9.0,11.1,9.2,0.9,4,10.0,9.0,8.8,11.2,1.2
261,30 - 39,30-39,1.3,2.0,2.2,0.3,0.9,4,1.6,2.0,0.4,2.8,1.2
262,30 - 39,40-49,-1.9,0.0,-0.9,-2.8,0.9,4,-1.9,0.0,-3.1,-0.7,1.2
263,30 - 39,50-89,0.8,1.0,1.8,-0.1,0.9,4,1.1,1.0,-0.1,2.3,1.2
264,40 - 49,1-9,28.3,27.0,29.3,27.4,0.9,4,27.1,27.0,25.9,28.3,1.2
265,40 - 49,10-19,52.2,55.0,53.2,51.3,0.9,4,51.0,55.0,49.9,52.2,1.2
266,40 - 49,20-29,26.6,26.0,27.5,25.6,0.9,4,27.2,26.0,26.1,28.4,1.2
