,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
26,40 - 49,20-29,10.2,17.0,14.9,5.5,4.7,0,,,,,
27,40 - 49,30-39,3.6,2.0,8.3,-1.1,4.7,0,,,,,
28,40 - 49,40-49,1.4,1.0,6.1,-3.3,4.7,0,,,,,
29,40 - 49,50-89,0.4,0.0,5.1,-4.3,4.7,0,,,,,
30,50 - 59,1-9,27.5,31.0,32.2,22.7,4.7,0,,,,,
31,50 - 59,10-19,95.3,95.0,100.0,90.6,4.7,0,,,,,
32,50 - 59,20-29,23.4,31.0,28.2,18.7,4.7,0,,,,,
33,50 - 59,30-39,10.5,7.0,15.2,5.8,4.7,0,,,,,
34,50 - 59,40-49,5.8,4.0,10.5,1.1,4.7,0,,,,,
35,50 - 59,50-89,-7.1,1.0,-2.4,-11.8,4.7,0,,,,,
36,60 - 69,1-9,15.1,28.0,19.8,10.4,4.7,0,,,,,
37,60 - 69,10-19,121.9,107.0,126.6,117.2,4.7,0,,,,,
38,60 - 69,20-29,44.7,44.0,49.5,40.0,4.7,0,,,,,
39,60 - 69,30-39,13.6,17.0,18.3,8.9,4.7,0,,,,,
40,60 - 69,40-49,2.9,4.0,7.7,-1.8,4.7,0,,,,,
41,60 - 69,50-89,7.3,3.0,12.0,2.6,4.7,0,,,,,
42,70 - 79,1-9,59.5,50.0,64.2,54.8,4.7,0,,,,,
43,70 - 79,10-19,133.7,138.0,138.4,128.9,4.7,0,,,,,
44,70 - 79,20-29,63.9,62.0,68.6,59.2,4.7,0,,,,,
45,70 - 79,30-39,29.1,23.0,33.9,24.4,4.7,0,,,,,
46,70 - 79,40-49,8.8,2.0,13.5,4.1,4.7,0,,,,,
47,70 - 79,50-89,8.9,2.0,13.6,4.2,4.7,0,,,,,
48,80 - 89,1-9,33.0,26.0,37.7,28.3,4.7,0,,,,,
49,80 - 89,10-19,110.2,110.0,114.9,105.5,4.7,0,,,,,
50,80 - 89,20-29,35.6,36.0,40.4,30.9,4.7,0,,,,,
51,80 - 89,30-39,-1.2,8.0,3.5,-6.0,4.7,0,,,,,
52,80 - 89,40-49,5.2,1.0,9.9,0.5,4.7,0,,,,,
53,80 - 89,50-89,-3.4,0.0,1.4,-8.1,4.7,0,,,,,
54,90 - 99,1-9,13.1,4.0,17.8,8.4,4.7,0,,,,,
55,90 - 99,10-19,21.3,16.0,26.0,16.6,4.7,0,,,,,
56,90 - 99,20-29,6.7,3.0,11.4,2.0,4.7,0,,,,,
57,90 - 99,30-39,0.7,0.0,5.4,-4.0,4.7,0,,,,,
58,90 - 99,40-49,-1.1,0.0,3.6,-5.8,4.7,0,,,,,
59,90 - 99,50-89,-3.7,0.0,1.0,-8.4,4.7,0,,,,,
60,0 - 9,1-9,-0.6,4.0,1.8,-2.9,2.4,1,-1.4,4.0,-6.2,3.3,4.7
61,0 - 9,10-19,5.1,0.0,7.4,2.7,2.4,1,2.5,0.0,-2.3,7.2,4.7
62,0 - 9,20-29,-1.5,0.0,0.8,-3.9,2.4,1,-2.4,0.0,-7.1,2.4,4.7
63,0 - 9,30-39,-1.5,0.0,0.8,-3.9,2.4,1,-4.3,0.0,-9.0,0.4,4.7
64,0 - 9,40-49,0.2,0.0,2.6,-2.1,2.4,1,-1.4,0.0,-6.1,3.3,4.7
65,0 - 9,50-89,-3.4,0.0,-1.0,-5.7,2.4,1,-6.0,0.0,-10.7,-1.3,4.7
66,10 - 19,1-9,-1.1,1.0,1.2,-3.5,2.4,1,4.2,1.0,-0.5,8.9,4.7
67,10 - 19,10-19,6.6,1.0,9.0,4.2,2.4,1,12.2,1.0,7.5,16.9,4.7
68,10 - 19,20-29,-0.6,0.0,1.7,-3.0,2.4,1,1.1,0.0,-3.7,5.8,4.7
69,10 - 19,30-39,-2.0,0.0,0.4,-4.4,2.4,1,-2.8,0.0,-7.5,1.9,4.7
70,10 - 19,40-49,1.3,0.0,3.6,-1.1,2.4,1,0.3,0.0,-4.4,5.1,4.7
71,10 - 19,50-89,-0.4,0.0,2.0,-2.7,2.4,1,0.3,0.0,-4.4,5.0,4.7
72,20 - 29,1-9,12.5,10.0,14.8,10.1,2.4,1,5.1,10.0,0.3,9.8,4.7
73,20 - 29,10-19,5.7,6.0,8.1,3.4,2.4,1,6.0,6.0,1.3,10.7,4.7
74,20 - 29,20-29,-3.4,2.0,-1.1,-5.8,2.4,1,-2.0,2.0,-6.7,2.7,4.7
75,20 - 29,30-39,-3.0,0.0,-0.6,-5.3,2.4,1,0.2,0.0,-4.5,4.9,4.7
76,20 - 29,40-49,-1.9,0.0,0.5,-4.3,2.4,1,-0.9,0.0,-5.6,3.9,4.7
77,20 - 29,50-89,-0.1,0.0,2.2,-2.5,2.4,1,1.6,0.0,-3.1,6.3,4.7
78,30 - 39,1-9,12.6,7.0,14.9,10.2,2.4,1,14.4,7.0,9.7,19.1,4.7
79,30 - 39,10-19,14.3,16.0,16.7,12.0,2.4,1,18.7,16.0,14.0,23.4,4.7
80,30 - 39,20-29,6.1,4.0,8.5,3.8,2.4,1,4.8,4.0,0.1,9.5,4.7
81,30 - 39,30-39,2.1,0.0,4.5,-0.2,2.4,1,0.9,0.0,-3.8,5.6,4.7
82,30 - 39,40-49,-0.1,0.0,2.2,-2.5,2.4,1,1.1,0.0,-3.6,5.8,4.7
83,30 - 39,50-89,0.7,1.0,3.0,-1.7,2.4,1,-1.1,1.0,-5.8,3.6,4.7
84,40 - 49,1-9,31.3,28.0,33.6,28.9,2.4,1,26.1,28.0,21.4,30.9,4.7
85,40 - 49,10-19,48.6,47.0,51.0,46.2,2.4,1,48.8,47.0,44.1,53.5,4.7
86,40 - 49,20-29,16.2,17.0,18.5,13.8,2.4,1,10.2,17.0,5.5,14.9,4.7
87,40 - 49,30-39,2.2,2.0,4.5,-0.2,2.4,1,3.6,2.0,-1.1,8.3,4.7
88,40 - 49,40-49,1.7,1.0,4.1,-0.7,2.4,1,1.4,1.0,-3.3,6.1,4.7
89,40 - 49,50-89,-1.4,0.0,0.9,-3.8,2.4,1,0.4,0.0,-4.3,5.1,4.7
90,50 - 59,1-9,35.0,31.0,37.4,32.7,2.4,1,27.5,31.0,22.7,32.2,4.7
91,50 - 59,10-19,96.3,95.0,98.7,94.0,2.4,1,95.3,95.0,90.6,100.0,4.7
92,50 - 59,20-29,29.0,31.0,31.4,26.7,2.4,1,23.4,31.0,18.7,28.2,4.7
93,50 - 59,30-39,6.7,7.0,9.0,4.3,2.4,1,10.5,7.0,5.8,15.2,4.7
94,50 - 59,40-49,-0.9,4.0,1.4,-3.3,2.4,1,5.8,4.0,1.1,10.5,4.7
95,50 - 59,50-89,-1.0,1.0,1.4,-3.3,2.4,1,-7.1,1.0,-11.8,-2.4,4.7
96,60 - 69,1-9,23.6,28.0,26.0,21.3,2.4,1,15.1,28.0,10.4,19.8,4.7
97,60 - 69,10-19,116.6,107.0,119.0,114.2,2.4,1,121.9,107.0,117.2,126.6,4.7
98,60 - 69,20-29,45.9,44.0,48.2,43.5,2.4,1,44.7,44.0,40.0,49.5,4.7
99,60 - 69,30-39,15.2,17.0,17.6,12.9,2.4,1,13.6,17.0,8.9,18.3,4.7
100,60 - 69,40-49,0.7,4.0,3.0,-1.7,2.4,1,2.9,4.0,-1.8,7.7,4.7
101,60 - 69,50-89,4.4,3.0,6.7,2.0,2.4,1,7.3,3.0,2.6,12.0,4.7
102,70 - 79,1-9,55.1,50.0,57.4,52.7,2.4,1,59.5,50.0,54.8,64.2,4.7
103,70 - 79,10-19,134.8,138.0,137.1,132.4,2.4,1,133.7,138.0,128.9,138.4,4.7
104,70 - 79,20-29,59.3,62.0,61.7,57.0,2.4,1,63.9,62.0,59.2,68.6,4.7
105,70 - 79,30-39,28.9,23.0,31.3,26.6,2.4,1,29.1,23.0,24.4,33.9,4.7
106,70 - 79,40-49,4.6,2.0,6.9,2.2,2.4,1,8.8,2.0,4.1,13.5,4.7
107,70 - 79,50-89,4.7,2.0,7.1,2.4,2.4,1,8.9,2.0,4.2,13.6,4.7
108,80 - 89,1-9,24.8,26.0,27.1,22.4,2.4,1,33.0,26.0,28.3,37.7,4.7
109,80 - 89,10-19,107.8,110.0,110.1,105.4,2.4,1,110.2,110.0,105.5,114.9,4.7
110,80 - 89,20-29,33.1,36.0,35.5,30.8,2.4,1,35.6,36.0,30.9,40.4,4.7
111,80 - 89,30-39,1.5,8.0,3.9,-0.9,2.4,1,-1.2,8.0,-6.0,3.5,4.7
112,80 - 89,40-49,1.1,1.0,3.5,-1.2,2.4,1,5.2,1.0,0.5,9.9,4.7
113,80 - 89,50-89,-2.5,0.0,-0.1,-4.8,2.4,1,-3.4,0.0,-8.1,1.4,4.7
114,90 - 99,1-9,7.9,4.0,10.3,5.6,2.4,1,13.1,4.0,8.4,17.8,4.7
115,90 - 99,10-19,18.1,16.0,20.4,15.7,2.4,1,21.3,16.0,16.6,26.0,4.7
116,90 - 99,20-29,5.3,3.0,7.6,2.9,2.4,1,6.7,3.0,2.0,11.4,4.7
117,90 - 99,30-39,-2.9,0.0,-0.6,-5.3,2.4,1,0.7,0.0,-4.0,5.4,4.7
118,90 - 99,40-49,-0.2,0.0,2.2,-2.5,2.4,1,-1.1,0.0,-5.8,3.6,4.7
119,90 - 99,50-89,-2.6,0.0,-0.3,-5.0,2.4,1,-3.7,0.0,-8.4,1.0,4.7
120,0 - 9,1-9,-0.0,4.0,1.5,-1.6,1.6,2,-0.6,4.0,-2.9,1.8,2.4
121,0 - 9,10-19,3.1,0.0,4.6,1.5,1.6,2,5.1,0.0,2.7,7.4,2.4
122,0 - 9,20-29,-2.1,0.0,-0.6,-3.7,1.6,2,-1.5,0.0,-3.9,0.8,2.4
123,0 - 9,30-39,-1.1,0.0,0.5,-2.6,1.6,2,-1.5,0.0,-3.9,0.8,2.4
124,0 - 9,40-49,-2.2,0.0,-0.6,-3.8,1.6,2,0.2,0.0,-2.1,2.6,2.4
125,0 - 9,50-89,-5.0,0.0,-3.4,-6.6,1.6,2,-3.4,0.0,-5.7,-1.0,2.4
126,10 - 19,1-9,-2.6,1.0,-1.0,-4.2,1.6,2,-1.1,1.0,-3.5,1.2,2.4
127,10 - 19,10-19,5.0,1.0,6.5,3.4,1.6,2,6.6,1.0,4.2,9.0,2.4
128,10 - 19,20-29,0.3,0.0,1.9,-1.2,1.6,2,-0.6,0.0,-3.0,1.7,2.4
129,10 - 19,30-39,-0.0,0.0,1.6,-1.6,1.6,2,-2.0,0.0,-4.4,0.4,2.4
130,10 - 19,40-49,0.9,0.0,2.4,-0.7,1.6,2,1.3,0.0,-1.1,3.6,2.4
131,10 - 19,50-89,-1.8,0.0,-0.2,-3.4,1.6,2,-0.4,0.0,-2.7,2.0,2.4
132,20 - 29,1-9,11.0,10.0,12.5,9.4,1.6,2,12.5,10.0,10.1,14.8,2.4
133,20 - 29,10-19,7.0,6.0,8.6,5.5,1.6,2,5.7,6.0,3.4,8.1,2.4
134,20 - 29,20-29,-0.8,2.0,0.8,-2.4,1.6,2,-3.4,2.0,-5.8,-1.1,2.4
135,20 - 29,30-39,-2.7,0.0,-1.1,-4.3,1.6,2,-3.0,0.0,-5.3,-0.6,2.4
136,20 - 29,40-49,0.2,0.0,1.8,-1.3,1.6,2,-1.9,0.0,-4.3,0.5,2.4
137,20 - 29,50-89,-0.9,0.0,0.7,-2.5,1.6,2,-0.1,0.0,-2.5,2.2,2.4
138,30 - 39,1-9,10.8,7.0,12.3,9.2,1.6,2,12.6,7.0,10.2,14.9,2.4
139,30 - 39,10-19,14.8,16.0,16.4,13.3,1.6,2,14.3,16.0,12.0,16.7,2.4
140,30 - 39,20-29,7.2,4.0,8.8,5.6,1.6,2,6.1,4.0,3.8,8.5,2.4
141,30 - 39,30-39,1.0,0.0,2.6,-0.6,1.6,2,2.1,0.0,-0.2,4.5,2.4
142,30 - 39,40-49,1.2,0.0,2.8,-0.3,1.6,2,-0.1,0.0,-2.5,2.2,2.4
143,30 - 39,50-89,-1.2,1.0,0.4,-2.8,1.6,2,0.7,1.0,-1.7,3.0,2.4
144,40 - 49,1-9,31.1,28.0,32.7,29.5,1.6,2,31.3,28.0,28.9,33.6,2.4
145,40 - 49,10-19,49.5,47.0,51.1,47.9,1.6,2,48.6,47.0,46.2,51.0,2.4
146,40 - 49,20-29,16.1,17.0,17.7,14.5,1.6,2,16.2,17.0,13.8,18.5,2.4
147,40 - 49,30-39,0.3,2.0,1.9,-1.3,1.6,2,2.2,2.0,-0.2,4.5,2.4
148,40 - 49,40-49,2.9,1.0,4.4,1.3,1.6,2,1.7,1.0,-0.7,4.1,2.4
149,40 - 49,50-89,-2.6,0.0,-1.1,-4.2,1.6,2,-1.4,0.0,-3.8,0.9,2.4
150,50 - 59,1-9,33.5,31.0,35.1,31.9,1.6,2,35.0,31.0,32.7,37.4,2.4
151,50 - 59,10-19,92.7,95.0,94.2,91.1,1.6,2,96.3,95.0,94.0,98.7,2.4
152,50 - 59,20-29,28.1,31.0,29.7,26.6,1.6,2,29.0,31.0,26.7,31.4,2.4
153,50 - 59,30-39,3.0,7.0,4.6,1.5,1.6,2,6.7,7.0,4.3,9.0,2.4
154,50 - 59,40-49,0.5,4.0,2.1,-1.1,1.6,2,-0.9,4.0,-3.3,1.4,2.4
155,50 - 59,50-89,-0.4,1.0,1.2,-1.9,1.6,2,-1.0,1.0,-3.3,1.4,2.4
156,60 - 69,1-9,24.1,28.0,25.7,22.6,1.6,2,23.6,28.0,21.3,26.0,2.4
157,60 - 69,10-19,114.2,107.0,115.8,112.6,1.6,2,116.6,107.0,114.2,119.0,2.4
158,60 - 69,20-29,44.2,44.0,45.8,42.6,1.6,2,45.9,44.0,43.5,48.2,2.4
159,60 - 69,30-39,15.7,17.0,17.3,14.1,1.6,2,15.2,17.0,12.9,17.6,2.4
160,60 - 69,40-49,1.3,4.0,2.9,-0.2,1.6,2,0.7,4.0,-1.7,3.0,2.4
161,60 - 69,50-89,3.0,3.0,4.6,1.5,1.6,2,4.4,3.0,2.0,6.7,2.4
162,70 - 79,1-9,52.0,50.0,53.6,50.5,1.6,2,55.1,50.0,52.7,57.4,2.4
163,70 - 79,10-19,136.2,138.0,137.8,134.7,1.6,2,134.8,138.0,132.4,137.1,2.4
164,70 - 79,20-29,60.3,62.0,61.8,58.7,1.6,2,59.3,62.0,57.0,61.7,2.4
165,70 - 79,30-39,25.9,23.0,27.5,24.3,1.6,2,28.9,23.0,26.6,31.3,2.4
166,70 - 79,40-49,7.3,2.0,8.9,5.7,1.6,2,4.6,2.0,2.2,6.9,2.4
167,70 - 79,50-89,2.5,2.0,4.1,1.0,1.6,2,4.7,2.0,2.4,7.1,2.4
168,80 - 89,1-9,25.6,26.0,27.2,24.1,1.6,2,24.8,26.0,22.4,27.1,2.4
169,80 - 89,10-19,107.7,110.0,109.2,106.1,1.6,2,107.8,110.0,105.4,110.1,2.4
170,80 - 89,20-29,34.8,36.0,36.4,33.3,1.6,2,33.1,36.0,30.8,35.5,2.4
171,80 - 89,30-39,1.3,8.0,2.8,-0.3,1.6,2,1.5,8.0,-0.9,3.9,2.4
172,80 - 89,40-49,1.1,1.0,2.6,-0.5,1.6,2,1.1,1.0,-1.2,3.5,2.4
173,80 - 89,50-89,-1.7,0.0,-0.1,-3.2,1.6,2,-2.5,0.0,-4.8,-0.1,2.4
174,90 - 99,1-9,4.8,4.0,6.3,3.2,1.6,2,7.9,4.0,5.6,10.3,2.4
175,90 - 99,10-19,19.7,16.0,21.3,18.1,1.6,2,18.1,16.0,15.7,20.4,2.4
176,90 - 99,20-29,7.2,3.0,8.7,5.6,1.6,2,5.3,3.0,2.9,7.6,2.4
177,90 - 99,30-39,-1.9,0.0,-0.3,-3.5,1.6,2,-2.9,0.0,-5.3,-0.6,2.4
178,90 - 99,40-49,0.3,0.0,1.9,-1.3,1.6,2,-0.2,0.0,-2.5,2.2,2.4
179,90 - 99,50-89,-1.8,0.0,-0.2,-3.4,1.6,2,-2.6,0.0,-5.0,-0.3,2.4
180,0 - 9,1-9,-0.3,4.0,0.8,-1.5,1.2,3,-0.0,4.0,-1.6,1.5,1.6
181,0 - 9,10-19,2.0,0.0,3.2,0.8,1.2,3,3.1,0.0,1.5,4.6,1.6
182,0 - 9,20-29,-1.2,0.0,-0.0,-2.4,1.2,3,-2.1,0.0,-3.7,-0.6,1.6
183,0 - 9,30-39,-0.9,0.0,0.2,-2.1,1.2,3,-1.1,0.0,-2.6,0.5,1.6
184,0 - 9,40-49,-2.6,0.0,-1.5,-3.8,1.2,3,-2.2,0.0,-3.8,-0.6,1.6
185,0 - 9,50-89,-3.2,0.0,-2.0,-4.4,1.2,3,-5.0,0.0,-6.6,-3.4,1.6
186,10 - 19,1-9,-2.8,1.0,-1.7,-4.0,1.2,3,-2.6,1.0,-4.2,-1.0,1.6
187,10 - 19,10-19,3.8,1.0,5.0,2.6,1.2,3,5.0,1.0,3.4,6.5,1.6
188,10 - 19,20-29,-0.5,0.0,0.7,-1.7,1.2,3,0.3,0.0,-1.2,1.9,1.6
189,10 - 19,30-39,0.2,0.0,1.3,-1.0,1.2,3,-0.0,0.0,-1.6,1.6,1.6
190,10 - 19,40-49,2.4,0.0,3.6,1.3,1.2,3,0.9,0.0,-0.7,2.4,1.6
191,10 - 19,50-89,-1.5,0.0,-0.3,-2.7,1.2,3,-1.8,0.0,-3.4,-0.2,1.6
192,20 - 29,1-9,11.5,10.0,12.7,10.3,1.2,3,11.0,10.0,9.4,12.5,1.6
193,20 - 29,10-19,6.3,6.0,7.5,5.1,1.2,3,7.0,6.0,5.5,8.6,1.6
194,20 - 29,20-29,0.1,2.0,1.3,-1.1,1.2,3,-0.8,2.0,-2.4,0.8,1.6
195,20 - 29,30-39,-1.9,0.0,-0.7,-3.1,1.2,3,-2.7,0.0,-4.3,-1.1,1.6
196,20 - 29,40-49,-0.1,0.0,1.0,-1.3,1.2,3,0.2,0.0,-1.3,1.8,1.6
197,20 - 29,50-89,-0.4,0.0,0.8,-1.6,1.2,3,-0.9,0.0,-2.5,0.7,1.6
198,30 - 39,1-9,11.1,7.0,12.3,10.0,1.2,3,10.8,7.0,9.2,12.3,1.6
199,30 - 39,10-19,15.7,16.0,16.8,14.5,1.2,3,14.8,16.0,13.3,16.4,1.6
200,30 - 39,20-29,6.6,4.0,7.8,5.4,1.2,3,7.2,4.0,5.6,8.8,1.6
201,30 - 39,30-39,1.7,0.0,2.9,0.5,1.2,3,1.0,0.0,-0.6,2.6,1.6
202,30 - 39,40-49,1.3,0.0,2.5,0.1,1.2,3,1.2,0.0,-0.3,2.8,1.6
203,30 - 39,50-89,-0.2,1.0,1.0,-1.4,1.2,3,-1.2,1.0,-2.8,0.4,1.6
204,40 - 49,1-9,30.8,28.0,32.0,29.6,1.2,3,31.1,28.0,29.5,32.7,1.6
205,40 - 49,10-19,48.6,47.0,49.8,47.4,1.2,3,49.5,47.0,47.9,51.1,1.6
206,40 - 49,20-29,15.7,17.0,16.9,14.5,1.2,3,16.1,17.0,14.5,17.7,1.6
207,40 - 49,30-39,-0.0,2.0,1.2,-1.2,1.2,3,0.3,2.0,-1.3,1.9,1.6
208,40 - 49,40-49,3.4,1.0,4.6,2.3,1.2,3,2.9,1.0,1.3,4.4,1.6
209,40 - 49,50-89,-1.5,0.0,-0.3,-2.6,1.2,3,-2.6,0.0,-4.2,-1.1,1.6
210,50 - 59,1-9,32.1,31.0,33.3,31.0,1.2,3,33.5,31.0,31.9,35.1,1.6
211,50 - 59,10-19,93.3,95.0,94.5,92.1,1.2,3,92.7,95.0,91.1,94.2,1.6
212,50 - 59,20-29,28.4,31.0,29.6,27.3,1.2,3,28.1,31.0,26.6,29.7,1.6
213,50 - 59,30-39,4.9,7.0,6.1,3.7,1.2,3,3.0,7.0,1.5,4.6,1.6
214,50 - 59,40-49,1.5,4.0,2.7,0.3,1.2,3,0.5,4.0,-1.1,2.1,1.6
215,50 - 59,50-89,0.5,1.0,1.7,-0.7,1.2,3,-0.4,1.0,-1.9,1.2,1.6
216,60 - 69,1-9,21.4,28.0,22.6,20.3,1.2,3,24.1,28.0,22.6,25.7,1.6
217,60 - 69,10-19,111.8,107.0,113.0,110.6,1.2,3,114.2,107.0,112.6,115.8,1.6
218,60 - 69,20-29,43.3,44.0,44.4,42.1,1.2,3,44.2,44.0,42.6,45.8,1.6
219,60 - 69,30-39,16.6,17.0,17.8,15.4,1.2,3,15.7,17.0,14.1,17.3,1.6
220,60 - 69,40-49,3.0,4.0,4.2,1.8,1.2,3,1.3,4.0,-0.2,2.9,1.6
221,60 - 69,50-89,2.8,3.0,4.0,1.6,1.2,3,3.0,3.0,1.5,4.6,1.6
222,70 - 79,1-9,48.3,50.0,49.5,47.1,1.2,3,52.0,50.0,50.5,53.6,1.6
223,70 - 79,10-19,136.2,138.0,137.3,135.0,1.2,3,136.2,138.0,134.7,137.8,1.6
224,70 - 79,20-29,61.5,62.0,62.7,60.4,1.2,3,60.3,62.0,58.7,61.8,1.6
225,70 - 79,30-39,24.2,23.0,25.4,23.0,1.2,3,25.9,23.0,24.3,27.5,1.6
226,70 - 79,40-49,6.5,2.0,7.6,5.3,1.2,3,7.3,2.0,5.7,8.9,1.6
227,70 - 79,50-89,6.1,2.0,7.3,4.9,1.2,3,2.5,2.0,1.0,4.1,1.6
228,80 - 89,1-9,25.7,26.0,26.9,24.6,1.2,3,25.6,26.0,24.1,27.2,1.6
229,80 - 89,10-19,108.4,110.0,109.6,107.3,1.2,3,107.7,110.0,106.1,109.2,1.6
230,80 - 89,20-29,34.9,36.0,36.0,33.7,1.2,3,34.8,36.0,33.3,36.4,1.6
231,80 - 89,30-39,6.3,8.0,7.5,5.1,1.2,3,1.3,8.0,-0.3,2.8,1.6
232,80 - 89,40-49,-0.3,1.0,0.9,-1.4,1.2,3,1.1,1.0,-0.5,2.6,1.6
233,80 - 89,50-89,-2.1,0.0,-0.9,-3.3,1.2,3,-1.7,0.0,-3.2,-0.1,1.6
234,90 - 99,1-9,4.0,4.0,5.2,2.8,1.2,3,4.8,4.0,3.2,6.3,1.6
235,90 - 99,10-19,18.7,16.0,19.9,17.6,1.2,3,19.7,16.0,18.1,21.3,1.6
236,90 - 99,20-29,7.4,3.0,8.5,6.2,1.2,3,7.2,3.0,5.6,8.7,1.6
237,90 - 99,30-39,-1.8,0.0,-0.6,-2.9,1.2,3,-1.9,0.0,-3.5,-0.3,1.6
238,90 - 99,40-49,1.8,0.0,3.0,0.6,1.2,3,0.3,0.0,-1.3,1.9,1.6
239,90 - 99,50-89,-2.2,0.0,-1.0,-3.3,1.2,3,-1.8,0.0,-3.4,-0.2,1.6
240,0 - 9,1-9,1.0,4.0,2.0,0.1,0.9,4,-0.3,4.0,-1.5,0.8,1.2
241,0 - 9,10-19,1.5,0.0,2.4,0.6,0.9,4,2.0,0.0,0.8,3.2,1.2
242,0 - 9,20-29,-1.3,0.0,-0.4,-2.3,0.9,4,-1.2,0.0,-2.4,-0.0,1.2
243,0 - 9,30-39,-0.2,0.0,0.8,-1.1,0.9,4,-0.9,0.0,-2.1,0.2,1.2
244,0 - 9,40-49,-2.1,0.0,-1.2,-3.1,0.9,4,-2.6,0.0,-3.8,-1.5,1.2
245,0 - 9,50-89,-2.1,0.0,-1.2,-3.1,0.9,4,-3.2,0.0,-4.4,-2.0,1.2
246,10 - 19,1-9,-3.1,1.0,-2.1,-4.0,0.9,4,-2.8,1.0,-4.0,-1.7,1.2
247,10 - 19,10-19,2.6,1.0,3.6,1.7,0.9,4,3.8,1.0,2.6,5.0,1.2
248,10 - 19,20-29,-3.4,0.0,-2.5,-4.4,0.9,4,-0.5,0.0,-1.7,0.7,1.2
249,10 - 19,30-39,-0.4,0.0,0.6,-1.3,0.9,4,0.2,0.0,-1.0,1.3,1.2
250,10 - 19,40-49,2.5,0.0,3.4,1.6,0.9,4,2.4,0.0,1.3,3.6,1.2
251,10 - 19,50-89,-2.1,0.0,-1.2,-3.0,0.9,4,-1.5,0.0,-2.7,-0.3,1.2
252,20 - 29,1-9,11.7,10.0,12.6,10.7,0.9,4,11.5,10.0,10.3,12.7,1.2
253,20 - 29,10-19,6.2,6.0,7.2,5.3,0.9,4,6.3,6.0,5.1,7.5,1.2
254,20 - 29,20-29,1.3,2.0,2.2,0.3,0.9,4,0.1,2.0,-1.1,1.3,1.2
255,20 - 29,30-39,-2.3,0.0,-1.4,-3.2,0.9,4,-1.9,0.0,-3.1,-0.7,1.2
256,20 - 29,40-49,1.2,0.0,2.1,0.3,0.9,4,-0.1,0.0,-1.3,1.0,1.2
257,20 - 29,50-89,-0.1,0.0,0.8,-1.1,0.9,4,-0.4,0.0,-1.6,0.8,1.2
258,30 - 39,1-9,9.4,7.0,10.4,8.5,0.9,4,11.1,7.0,10.0,12.3,1.2
259,30 - 39,10-19,16.4,16.0,17.3,15.5,0.9,4,15.7,16.0,14.5,16.8,1.2
260,30 - 39,20-29,6.2,4.0,7.2,5.3,0.9,4,6.6,4.0,5.4,7.8,1.2
261,30 - 39,30-39,2.1,0.0,3.0,1.1,0.9,4,1.7,0.0,0.5,2.9,1.2
262,30 - 39,40-49,1.8,0.0,2.7,0.8,0.9,4,1.3,0.0,0.1,2.5,1.2
263,30 - 39,50-89,-0.1,1.0,0.8,-1.1,0.9,4,-0.2,1.0,-1.4,1.0,1.2
264,40 - 49,1-9,30.2,28.0,31.1,29.3,0.9,4,30.8,28.0,29.6,32.0,1.2
