,age,num_medications,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
45,70 - 79,30-39,19.4,23.0,24.1,14.7,4.7,0,,,,,
46,70 - 79,40-49,1.5,2.0,6.3,-3.2,4.7,0,,,,,
47,70 - 79,50-89,4.1,2.0,8.8,-0.6,4.7,0,,,,,
48,80 - 89,1-9,15.4,26.0,20.1,10.7,4.7,0,,,,,
49,80 - 89,10-19,112.6,110.0,117.3,107.9,4.7,0,,,,,
50,80 - 89,20-29,34.3,36.0,39.0,29.6,4.7,0,,,,,
51,80 - 89,30-39,9.7,8.0,14.4,5.0,4.7,0,,,,,
52,80 - 89,40-49,3.1,1.0,7.8,-1.6,4.7,0,,,,,
53,80 - 89,50-89,6.7,0.0,11.4,2.0,4.7,0,,,,,
54,90 - 99,1-9,2.9,4.0,7.6,-1.8,4.7,0,,,,,
55,90 - 99,10-19,19.2,16.0,23.9,14.5,4.7,0,,,,,
56,90 - 99,20-29,5.5,3.0,10.2,0.8,4.7,0,,,,,
57,90 - 99,30-39,1.2,0.0,5.9,-3.5,4.7,0,,,,,
58,90 - 99,40-49,3.2,0.0,8.0,-1.5,4.7,0,,,,,
59,90 - 99,50-89,1.1,0.0,5.8,-3.6,4.7,0,,,,,
60,0 - 9,1-9,-0.9,4.0,1.5,-3.2,2.4,1,0.6,4.0,-4.1,5.3,4.7
61,0 - 9,10-19,-10.8,0.0,-8.5,-13.2,2.4,1,-10.8,0.0,-15.5,-6.1,4.7
62,0 - 9,20-29,1.1,0.0,3.5,-1.3,2.4,1,-0.3,0.0,-5.0,4.5,4.7
63,0 - 9,30-39,0.8,0.0,3.2,-1.5,2.4,1,2.0,0.0,-2.7,6.7,4.7
64,0 - 9,40-49,0.2,0.0,2.5,-2.2,2.4,1,-0.6,0.0,-5.3,4.1,4.7
65,0 - 9,50-89,1.0,0.0,3.4,-1.3,2.4,1,-0.1,0.0,-4.8,4.6,4.7
66,10 - 19,1-9,0.4,1.0,2.8,-1.9,2.4,1,0.9,1.0,-3.8,5.6,4.7
67,10 - 19,10-19,2.8,1.0,5.1,0.4,2.4,1,8.2,1.0,3.5,12.9,4.7
68,10 - 19,20-29,3.5,0.0,5.8,1.1,2.4,1,4.0,0.0,-0.7,8.7,4.7
69,10 - 19,30-39,2.9,0.0,5.2,0.5,2.4,1,2.1,0.0,-2.7,6.8,4.7
70,10 - 19,40-49,-1.5,0.0,0.9,-3.8,2.4,1,-5.1,0.0,-9.8,-0.4,4.7
71,10 - 19,50-89,4.9,0.0,7.3,2.5,2.4,1,5.2,0.0,0.5,9.9,4.7
72,20 - 29,1-9,9.0,10.0,11.3,6.6,2.4,1,6.3,10.0,1.6,11.0,4.7
73,20 - 29,10-19,4.9,6.0,7.3,2.6,2.4,1,7.0,6.0,2.3,11.7,4.7
74,20 - 29,20-29,-2.0,2.0,0.3,-4.4,2.4,1,-8.6,2.0,-13.4,-3.9,4.7
75,20 - 29,30-39,-3.1,0.0,-0.7,-5.5,2.4,1,-4.8,0.0,-9.6,-0.1,4.7
76,20 - 29,40-49,-1.0,0.0,1.4,-3.3,2.4,1,-1.5,0.0,-6.2,3.2,4.7
77,20 - 29,50-89,-2.7,0.0,-0.3,-5.0,2.4,1,-3.8,0.0,-8.6,0.9,4.7
78,30 - 39,1-9,9.3,7.0,11.7,7.0,2.4,1,10.4,7.0,5.7,15.1,4.7
79,30 - 39,10-19,15.7,16.0,18.0,13.3,2.4,1,14.8,16.0,10.0,19.5,4.7
80,30 - 39,20-29,2.5,4.0,4.9,0.1,2.4,1,2.5,4.0,-2.2,7.2,4.7
81,30 - 39,30-39,-3.9,0.0,-1.5,-6.2,2.4,1,-5.0,0.0,-9.7,-0.3,4.7
82,30 - 39,40-49,-1.0,0.0,1.3,-3.4,2.4,1,-5.9,0.0,-10.7,-1.2,4.7
83,30 - 39,50-89,1.1,1.0,3.4,-1.3,2.4,1,2.8,1.0,-1.9,7.6,4.7
84,40 - 49,1-9,21.5,28.0,23.9,19.2,2.4,1,20.7,28.0,16.0,25.4,4.7
85,40 - 49,10-19,46.1,47.0,48.4,43.7,2.4,1,46.9,47.0,42.1,51.6,4.7
86,40 - 49,20-29,13.7,17.0,16.1,11.3,2.4,1,16.3,17.0,11.6,21.0,4.7
87,40 - 49,30-39,3.4,2.0,5.7,1.0,2.4,1,6.0,2.0,1.3,10.7,4.7
88,40 - 49,40-49,2.9,1.0,5.2,0.5,2.4,1,2.9,1.0,-1.8,7.6,4.7
89,40 - 49,50-89,5.3,0.0,7.7,2.9,2.4,1,0.8,0.0,-4.0,5.5,4.7
90,50 - 59,1-9,33.8,31.0,36.1,31.4,2.4,1,38.6,31.0,33.9,43.3,4.7
91,50 - 59,10-19,101.7,95.0,104.0,99.3,2.4,1,107.1,95.0,102.4,111.8,4.7
92,50 - 59,20-29,30.8,31.0,33.2,28.5,2.4,1,29.7,31.0,25.0,34.4,4.7
93,50 - 59,30-39,7.5,7.0,9.9,5.2,2.4,1,4.6,7.0,-0.2,9.3,4.7
94,50 - 59,40-49,5.6,4.0,8.0,3.3,2.4,1,7.0,4.0,2.3,11.7,4.7
95,50 - 59,50-89,0.4,1.0,2.8,-1.9,2.4,1,-5.9,1.0,-10.6,-1.2,4.7
96,60 - 69,1-9,23.8,28.0,26.1,21.4,2.4,1,21.4,28.0,16.7,26.2,4.7
97,60 - 69,10-19,106.3,107.0,108.7,104.0,2.4,1,105.5,107.0,100.8,110.2,4.7
98,60 - 69,20-29,43.8,44.0,46.2,41.5,2.4,1,37.5,44.0,32.8,42.2,4.7
99,60 - 69,30-39,17.1,17.0,19.4,14.7,2.4,1,15.2,17.0,10.5,19.9,4.7
100,60 - 69,40-49,5.4,4.0,7.8,3.1,2.4,1,6.9,4.0,2.2,11.6,4.7
101,60 - 69,50-89,5.8,3.0,8.1,3.4,2.4,1,8.5,3.0,3.8,13.3,4.7
102,70 - 79,1-9,50.0,50.0,52.4,47.7,2.4,1,50.4,50.0,45.7,55.2,4.7
103,70 - 79,10-19,138.6,138.0,141.0,136.3,2.4,1,138.9,138.0,134.2,143.6,4.7
104,70 - 79,20-29,66.2,62.0,68.6,63.9,2.4,1,60.9,62.0,56.2,65.6,4.7
105,70 - 79,30-39,24.5,23.0,26.9,22.2,2.4,1,19.4,23.0,14.7,24.1,4.7
106,70 - 79,40-49,3.7,2.0,6.0,1.3,2.4,1,1.5,2.0,-3.2,6.3,4.7
107,70 - 79,50-89,0.8,2.0,3.1,-1.6,2.4,1,4.1,2.0,-0.6,8.8,4.7
108,80 - 89,1-9,20.2,26.0,22.5,17.8,2.4,1,15.4,26.0,10.7,20.1,4.7
109,80 - 89,10-19,114.2,110.0,116.5,111.8,2.4,1,112.6,110.0,107.9,117.3,4.7
110,80 - 89,20-29,34.4,36.0,36.7,32.0,2.4,1,34.3,36.0,29.6,39.0,4.7
111,80 - 89,30-39,12.2,8.0,14.5,9.8,2.4,1,9.7,8.0,5.0,14.4,4.7
112,80 - 89,40-49,0.8,1.0,3.2,-1.5,2.4,1,3.1,1.0,-1.6,7.8,4.7
113,80 - 89,50-89,3.1,0.0,5.4,0.7,2.4,1,6.7,0.0,2.0,11.4,4.7
114,90 - 99,1-9,3.8,4.0,6.2,1.4,2.4,1,2.9,4.0,-1.8,7.6,4.7
115,90 - 99,10-19,20.9,16.0,23.3,18.6,2.4,1,19.2,16.0,14.5,23.9,4.7
116,90 - 99,20-29,4.4,3.0,6.7,2.0,2.4,1,5.5,3.0,0.8,10.2,4.7
117,90 - 99,30-39,-0.7,0.0,1.7,-3.1,2.4,1,1.2,0.0,-3.5,5.9,4.7
118,90 - 99,40-49,2.5,0.0,4.9,0.2,2.4,1,3.2,0.0,-1.5,8.0,4.7
119,90 - 99,50-89,0.6,0.0,3.0,-1.7,2.4,1,1.1,0.0,-3.6,5.8,4.7
120,0 - 9,1-9,0.9,4.0,2.5,-0.7,1.6,2,-0.9,4.0,-3.2,1.5,2.4
121,0 - 9,10-19,-6.5,0.0,-4.9,-8.1,1.6,2,-10.8,0.0,-13.2,-8.5,2.4
122,0 - 9,20-29,1.1,0.0,2.7,-0.5,1.6,2,1.1,0.0,-1.3,3.5,2.4
123,0 - 9,30-39,-1.9,0.0,-0.4,-3.5,1.6,2,0.8,0.0,-1.5,3.2,2.4
124,0 - 9,40-49,-0.7,0.0,0.8,-2.3,1.6,2,0.2,0.0,-2.2,2.5,2.4
125,0 - 9,50-89,1.3,0.0,2.9,-0.3,1.6,2,1.0,0.0,-1.3,3.4,2.4
126,10 - 19,1-9,1.9,1.0,3.5,0.4,1.6,2,0.4,1.0,-1.9,2.8,2.4
127,10 - 19,10-19,6.4,1.0,8.0,4.9,1.6,2,2.8,1.0,0.4,5.1,2.4
128,10 - 19,20-29,1.5,0.0,3.1,-0.0,1.6,2,3.5,0.0,1.1,5.8,2.4
129,10 - 19,30-39,-0.6,0.0,1.0,-2.1,1.6,2,2.9,0.0,0.5,5.2,2.4
130,10 - 19,40-49,2.6,0.0,4.1,1.0,1.6,2,-1.5,0.0,-3.8,0.9,2.4
131,10 - 19,50-89,4.1,0.0,5.7,2.5,1.6,2,4.9,0.0,2.5,7.3,2.4
132,20 - 29,1-9,9.3,10.0,10.8,7.7,1.6,2,9.0,10.0,6.6,11.3,2.4
133,20 - 29,10-19,7.3,6.0,8.8,5.7,1.6,2,4.9,6.0,2.6,7.3,2.4
134,20 - 29,20-29,-1.1,2.0,0.5,-2.6,1.6,2,-2.0,2.0,-4.4,0.3,2.4
135,20 - 29,30-39,-4.6,0.0,-3.0,-6.1,1.6,2,-3.1,0.0,-5.5,-0.7,2.4
136,20 - 29,40-49,-0.4,0.0,1.2,-1.9,1.6,2,-1.0,0.0,-3.3,1.4,2.4
137,20 - 29,50-89,-2.3,0.0,-0.7,-3.9,1.6,2,-2.7,0.0,-5.0,-0.3,2.4
138,30 - 39,1-9,11.1,7.0,12.6,9.5,1.6,2,9.3,7.0,7.0,11.7,2.4
139,30 - 39,10-19,15.4,16.0,17.0,13.8,1.6,2,15.7,16.0,13.3,18.0,2.4
140,30 - 39,20-29,2.2,4.0,3.8,0.6,1.6,2,2.5,4.0,0.1,4.9,2.4
141,30 - 39,30-39,-5.1,0.0,-3.5,-6.7,1.6,2,-3.9,0.0,-6.2,-1.5,2.4
142,30 - 39,40-49,0.5,0.0,2.1,-1.0,1.6,2,-1.0,0.0,-3.4,1.3,2.4
143,30 - 39,50-89,-1.0,1.0,0.6,-2.6,1.6,2,1.1,1.0,-1.3,3.4,2.4
144,40 - 49,1-9,24.3,28.0,25.8,22.7,1.6,2,21.5,28.0,19.2,23.9,2.4
145,40 - 49,10-19,48.3,47.0,49.9,46.7,1.6,2,46.1,47.0,43.7,48.4,2.4
146,40 - 49,20-29,15.9,17.0,17.5,14.3,1.6,2,13.7,17.0,11.3,16.1,2.4
147,40 - 49,30-39,1.8,2.0,3.4,0.3,1.6,2,3.4,2.0,1.0,5.7,2.4
148,40 - 49,40-49,1.1,1.0,2.6,-0.5,1.6,2,2.9,1.0,0.5,5.2,2.4
149,40 - 49,50-89,6.4,0.0,8.0,4.8,1.6,2,5.3,0.0,2.9,7.7,2.4
150,50 - 59,1-9,33.8,31.0,35.4,32.2,1.6,2,33.8,31.0,31.4,36.1,2.4
151,50 - 59,10-19,98.3,95.0,99.8,96.7,1.6,2,101.7,95.0,99.3,104.0,2.4
152,50 - 59,20-29,30.3,31.0,31.9,28.7,1.6,2,30.8,31.0,28.5,33.2,2.4
153,50 - 59,30-39,7.8,7.0,9.4,6.3,1.6,2,7.5,7.0,5.2,9.9,2.4
154,50 - 59,40-49,4.3,4.0,5.9,2.7,1.6,2,5.6,4.0,3.3,8.0,2.4
155,50 - 59,50-89,1.4,1.0,3.0,-0.2,1.6,2,0.4,1.0,-1.9,2.8,2.4
156,60 - 69,1-9,24.7,28.0,26.3,23.1,1.6,2,23.8,28.0,21.4,26.1,2.4
157,60 - 69,10-19,106.0,107.0,107.5,104.4,1.6,2,106.3,107.0,104.0,108.7,2.4
158,60 - 69,20-29,40.7,44.0,42.3,39.1,1.6,2,43.8,44.0,41.5,46.2,2.4
159,60 - 69,30-39,16.9,17.0,18.4,15.3,1.6,2,17.1,17.0,14.7,19.4,2.4
160,60 - 69,40-49,2.7,4.0,4.3,1.1,1.6,2,5.4,4.0,3.1,7.8,2.4
161,60 - 69,50-89,5.0,3.0,6.6,3.5,1.6,2,5.8,3.0,3.4,8.1,2.4
162,70 - 79,1-9,50.2,50.0,51.8,48.6,1.6,2,50.0,50.0,47.7,52.4,2.4
163,70 - 79,10-19,138.7,138.0,140.2,137.1,1.6,2,138.6,138.0,136.3,141.0,2.4
164,70 - 79,20-29,65.1,62.0,66.6,63.5,1.6,2,66.2,62.0,63.9,68.6,2.4
165,70 - 79,30-39,25.8,23.0,27.4,24.3,1.6,2,24.5,23.0,22.2,26.9,2.4
166,70 - 79,40-49,3.2,2.0,4.8,1.6,1.6,2,3.7,2.0,1.3,6.0,2.4
167,70 - 79,50-89,2.6,2.0,4.2,1.0,1.6,2,0.8,2.0,-1.6,3.1,2.4
168,80 - 89,1-9,20.7,26.0,22.3,19.1,1.6,2,20.2,26.0,17.8,22.5,2.4
169,80 - 89,10-19,111.9,110.0,113.5,110.3,1.6,2,114.2,110.0,111.8,116.5,2.4
170,80 - 89,20-29,35.9,36.0,37.5,34.3,1.6,2,34.4,36.0,32.0,36.7,2.4
171,80 - 89,30-39,9.9,8.0,11.5,8.3,1.6,2,12.2,8.0,9.8,14.5,2.4
172,80 - 89,40-49,1.8,1.0,3.3,0.2,1.6,2,0.8,1.0,-1.5,3.2,2.4
173,80 - 89,50-89,3.9,0.0,5.4,2.3,1.6,2,3.1,0.0,0.7,5.4,2.4
174,90 - 99,1-9,2.5,4.0,4.0,0.9,1.6,2,3.8,4.0,1.4,6.2,2.4
175,90 - 99,10-19,19.6,16.0,21.2,18.0,1.6,2,20.9,16.0,18.6,23.3,2.4
176,90 - 99,20-29,3.6,3.0,5.2,2.0,1.6,2,4.4,3.0,2.0,6.7,2.4
177,90 - 99,30-39,1.4,0.0,3.0,-0.2,1.6,2,-0.7,0.0,-3.1,1.7,2.4
178,90 - 99,40-49,0.8,0.0,2.4,-0.8,1.6,2,2.5,0.0,0.2,4.9,2.4
179,90 - 99,50-89,-0.4,0.0,1.1,-2.0,1.6,2,0.6,0.0,-1.7,3.0,2.4
180,0 - 9,1-9,1.5,4.0,2.7,0.3,1.2,3,0.9,4.0,-0.7,2.5,1.6
181,0 - 9,10-19,-5.0,0.0,-3.8,-6.2,1.2,3,-6.5,0.0,-8.1,-4.9,1.6
182,0 - 9,20-29,-1.7,0.0,-0.5,-2.9,1.2,3,1.1,0.0,-0.5,2.7,1.6
183,0 - 9,30-39,-2.0,0.0,-0.8,-3.1,1.2,3,-1.9,0.0,-3.5,-0.4,1.6
184,0 - 9,40-49,1.4,0.0,2.6,0.2,1.2,3,-0.7,0.0,-2.3,0.8,1.6
185,0 - 9,50-89,2.2,0.0,3.4,1.0,1.2,3,1.3,0.0,-0.3,2.9,1.6
186,10 - 19,1-9,2.3,1.0,3.5,1.1,1.2,3,1.9,1.0,0.4,3.5,1.6
187,10 - 19,10-19,5.0,1.0,6.1,3.8,1.2,3,6.4,1.0,4.9,8.0,1.6
188,10 - 19,20-29,2.9,0.0,4.1,1.7,1.2,3,1.5,0.0,-0.0,3.1,1.6
189,10 - 19,30-39,-0.8,0.0,0.3,-2.0,1.2,3,-0.6,0.0,-2.1,1.0,1.6
190,10 - 19,40-49,2.1,0.0,3.3,0.9,1.2,3,2.6,0.0,1.0,4.1,1.6
191,10 - 19,50-89,3.2,0.0,4.4,2.1,1.2,3,4.1,0.0,2.5,5.7,1.6
192,20 - 29,1-9,8.9,10.0,10.1,7.7,1.2,3,9.3,10.0,7.7,10.8,1.6
193,20 - 29,10-19,6.6,6.0,7.8,5.4,1.2,3,7.3,6.0,5.7,8.8,1.6
194,20 - 29,20-29,-0.0,2.0,1.2,-1.2,1.2,3,-1.1,2.0,-2.6,0.5,1.6
195,20 - 29,30-39,-3.9,0.0,-2.7,-5.1,1.2,3,-4.6,0.0,-6.1,-3.0,1.6
196,20 - 29,40-49,-0.6,0.0,0.6,-1.8,1.2,3,-0.4,0.0,-1.9,1.2,1.6
197,20 - 29,50-89,-2.0,0.0,-0.8,-3.2,1.2,3,-2.3,0.0,-3.9,-0.7,1.6
198,30 - 39,1-9,10.9,7.0,12.1,9.8,1.2,3,11.1,7.0,9.5,12.6,1.6
199,30 - 39,10-19,15.6,16.0,16.8,14.5,1.2,3,15.4,16.0,13.8,17.0,1.6
200,30 - 39,20-29,-0.1,4.0,1.1,-1.3,1.2,3,2.2,4.0,0.6,3.8,1.6
201,30 - 39,30-39,-3.3,0.0,-2.1,-4.4,1.2,3,-5.1,0.0,-6.7,-3.5,1.6
202,30 - 39,40-49,0.4,0.0,1.6,-0.8,1.2,3,0.5,0.0,-1.0,2.1,1.6
203,30 - 39,50-89,0.2,1.0,1.4,-1.0,1.2,3,-1.0,1.0,-2.6,0.6,1.6
204,40 - 49,1-9,24.8,28.0,26.0,23.6,1.2,3,24.3,28.0,22.7,25.8,1.6
205,40 - 49,10-19,48.9,47.0,50.1,47.8,1.2,3,48.3,47.0,46.7,49.9,1.6
206,40 - 49,20-29,15.3,17.0,16.5,14.1,1.2,3,15.9,17.0,14.3,17.5,1.6
207,40 - 49,30-39,1.4,2.0,2.6,0.2,1.2,3,1.8,2.0,0.3,3.4,1.6
208,40 - 49,40-49,1.0,1.0,2.2,-0.1,1.2,3,1.1,1.0,-0.5,2.6,1.6
209,40 - 49,50-89,5.8,0.0,7.0,4.7,1.2,3,6.4,0.0,4.8,8.0,1.6
210,50 - 59,1-9,32.8,31.0,34.0,31.6,1.2,3,33.8,31.0,32.2,35.4,1.6
211,50 - 59,10-19,97.5,95.0,98.7,96.3,1.2,3,98.3,95.0,96.7,99.8,1.6
212,50 - 59,20-29,30.9,31.0,32.0,29.7,1.2,3,30.3,31.0,28.7,31.9,1.6
213,50 - 59,30-39,6.3,7.0,7.5,5.1,1.2,3,7.8,7.0,6.3,9.4,1.6
214,50 - 59,40-49,4.8,4.0,6.0,3.6,1.2,3,4.3,4.0,2.7,5.9,1.6
215,50 - 59,50-89,1.4,1.0,2.6,0.2,1.2,3,1.4,1.0,-0.2,3.0,1.6
216,60 - 69,1-9,25.3,28.0,26.5,24.1,1.2,3,24.7,28.0,23.1,26.3,1.6
217,60 - 69,10-19,105.8,107.0,107.0,104.7,1.2,3,106.0,107.0,104.4,107.5,1.6
218,60 - 69,20-29,42.8,44.0,44.0,41.6,1.2,3,40.7,44.0,39.1,42.3,1.6
219,60 - 69,30-39,20.6,17.0,21.7,19.4,1.2,3,16.9,17.0,15.3,18.4,1.6
220,60 - 69,40-49,2.1,4.0,3.3,1.0,1.2,3,2.7,4.0,1.1,4.3,1.6
221,60 - 69,50-89,3.8,3.0,5.0,2.6,1.2,3,5.0,3.0,3.5,6.6,1.6
222,70 - 79,1-9,50.8,50.0,51.9,49.6,1.2,3,50.2,50.0,48.6,51.8,1.6
223,70 - 79,10-19,139.4,138.0,140.5,138.2,1.2,3,138.7,138.0,137.1,140.2,1.6
224,70 - 79,20-29,63.9,62.0,65.1,62.7,1.2,3,65.1,62.0,63.5,66.6,1.6
225,70 - 79,30-39,24.4,23.0,25.6,23.2,1.2,3,25.8,23.0,24.3,27.4,1.6
226,70 - 79,40-49,1.3,2.0,2.5,0.1,1.2,3,3.2,2.0,1.6,4.8,1.6
227,70 - 79,50-89,2.2,2.0,3.4,1.0,1.2,3,2.6,2.0,1.0,4.2,1.6
228,80 - 89,1-9,23.2,26.0,24.3,22.0,1.2,3,20.7,26.0,19.1,22.3,1.6
229,80 - 89,10-19,109.2,110.0,110.3,108.0,1.2,3,111.9,110.0,110.3,113.5,1.6
230,80 - 89,20-29,34.5,36.0,35.7,33.3,1.2,3,35.9,36.0,34.3,37.5,1.6
231,80 - 89,30-39,9.7,8.0,10.9,8.6,1.2,3,9.9,8.0,8.3,11.5,1.6
232,80 - 89,40-49,1.9,1.0,3.1,0.7,1.2,3,1.8,1.0,0.2,3.3,1.6
233,80 - 89,50-89,1.7,0.0,2.9,0.6,1.2,3,3.9,0.0,2.3,5.4,1.6
234,90 - 99,1-9,0.5,4.0,1.6,-0.7,1.2,3,2.5,4.0,0.9,4.0,1.6
235,90 - 99,10-19,19.0,16.0,20.2,17.8,1.2,3,19.6,16.0,18.0,21.2,1.6
236,90 - 99,20-29,3.0,3.0,4.2,1.8,1.2,3,3.6,3.0,2.0,5.2,1.6
237,90 - 99,30-39,0.5,0.0,1.6,-0.7,1.2,3,1.4,0.0,-0.2,3.0,1.6
238,90 - 99,40-49,0.9,0.0,2.1,-0.2,1.2,3,0.8,0.0,-0.8,2.4,1.6
239,90 - 99,50-89,-1.5,0.0,-0.3,-2.7,1.2,3,-0.4,0.0,-2.0,1.1,1.6
240,0 - 9,1-9,0.8,4.0,1.7,-0.2,0.9,4,1.5,4.0,0.3,2.7,1.2
241,0 - 9,10-19,-4.4,0.0,-3.4,-5.3,0.9,4,-5.0,0.0,-6.2,-3.8,1.2
242,0 - 9,20-29,-0.2,0.0,0.7,-1.2,0.9,4,-1.7,0.0,-2.9,-0.5,1.2
243,0 - 9,30-39,-0.0,0.0,0.9,-1.0,0.9,4,-2.0,0.0,-3.1,-0.8,1.2
244,0 - 9,40-49,-0.6,0.0,0.3,-1.6,0.9,4,1.4,0.0,0.2,2.6,1.2
245,0 - 9,50-89,-1.7,0.0,-0.7,-2.6,0.9,4,2.2,0.0,1.0,3.4,1.2
246,10 - 19,1-9,2.0,1.0,2.9,1.0,0.9,4,2.3,1.0,1.1,3.5,1.2
247,10 - 19,10-19,4.7,1.0,5.6,3.7,0.9,4,5.0,1.0,3.8,6.1,1.2
248,10 - 19,20-29,2.5,0.0,3.5,1.6,0.9,4,2.9,0.0,1.7,4.1,1.2
249,10 - 19,30-39,-0.8,0.0,0.2,-1.7,0.9,4,-0.8,0.0,-2.0,0.3,1.2
250,10 - 19,40-49,2.0,0.0,3.0,1.1,0.9,4,2.1,0.0,0.9,3.3,1.2
251,10 - 19,50-89,2.8,0.0,3.7,1.8,0.9,4,3.2,0.0,2.1,4.4,1.2
252,20 - 29,1-9,9.1,10.0,10.0,8.1,0.9,4,8.9,10.0,7.7,10.1,1.2
253,20 - 29,10-19,7.4,6.0,8.4,6.5,0.9,4,6.6,6.0,5.4,7.8,1.2
254,20 - 29,20-29,0.9,2.0,1.9,-0.0,0.9,4,-0.0,2.0,-1.2,1.2,1.2
255,20 - 29,30-39,-2.9,0.0,-1.9,-3.8,0.9,4,-3.9,0.0,-5.1,-2.7,1.2
256,20 - 29,40-49,-0.3,0.0,0.7,-1.2,0.9,4,-0.6,0.0,-1.8,0.6,1.2
257,20 - 29,50-89,-0.9,0.0,-0.0,-1.9,0.9,4,-2.0,0.0,-3.2,-0.8,1.2
258,30 - 39,1-9,10.0,7.0,10.9,9.0,0.9,4,10.9,7.0,9.8,12.1,1.2
259,30 - 39,10-19,15.9,16.0,16.9,15.0,0.9,4,15.6,16.0,14.5,16.8,1.2
260,30 - 39,20-29,1.4,4.0,2.4,0.5,0.9,4,-0.1,4.0,-1.3,1.1,1.2
261,30 - 39,30-39,-2.9,0.0,-2.0,-3.8,0.9,4,-3.3,0.0,-4.4,-2.1,1.2
262,30 - 39,40-49,-0.4,0.0,0.5,-1.3,0.9,4,0.4,0.0,-0.8,1.6,1.2
263,30 - 39,50-89,-0.1,1.0,0.9,-1.0,0.9,4,0.2,1.0,-1.0,1.4,1.2
264,40 - 49,1-9,24.4,28.0,25.3,23.4,0.9,4,24.8,28.0,23.6,26.0,1.2
265,40 - 49,10-19,48.7,47.0,49.7,47.8,0.9,4,48.9,47.0,47.8,50.1,1.2
266,40 - 49,20-29,16.7,17.0,17.6,15.7,0.9,4,15.3,17.0,14.1,16.5,1.2
